年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2013/10/15,0.5,22.7,19.2,20.9
2013/10/16,0,20.8,12.1,17.2
2013/10/17,0,22.4,9.1,16
2013/10/18,4,22.4,14.6,17.9
2013/10/19,2,25.1,14.5,19.1
2013/10/20,0,25.5,17.1,20.8
2013/10/21,0,25.6,14.4,19.4
2013/10/22,0,27.9,14.1,20.9
2013/10/23,2,25.1,19.6,21
2013/10/24,47,20.3,18.5,19.3
2013/10/25,12.5,20.2,15.4,17.8
2013/10/26,0,21.4,11.3,16.5
2013/10/27,0,21.5,8.6,14.6
2013/10/28,0,22.3,8.5,14.8
2013/10/29,0,22.5,9.8,15.9
2013/10/30,0,23.4,9.8,16.2
2013/10/31,0,22.4,11,16.1
2013/11/1,0,24.7,11.5,17.3
2013/11/2,0,21.2,14.2,17.9
2013/11/3,4.5,20.7,17.1,18.6
2013/11/4,0,21.3,12.2,17.6
2013/11/5,0,21.9,9.3,15.2
2013/11/6,0,21.4,9.8,15.6
2013/11/7,8.5,21.8,12,16.5
2013/11/8,0,21.4,10.3,14.7
2013/11/9,0,22.4,10.1,16.2
2013/11/10,28,20.9,13.5,17.4
2013/11/11,0,14.6,7.3,11.3
2013/11/12,0,13.7,6.5,9.8
2013/11/13,0,16.7,4.2,10.2
2013/11/14,0,18.7,5.2,12.2
2013/11/15,0,19.3,9.6,14.5
2013/11/16,0,19,6.1,12.2
2013/11/17,2,14.1,7.6,11.1
2013/11/18,0.5,12.4,7.2,9.6
2013/11/19,2,10.4,6.1,8
2013/11/20,0,14.9,7.3,10.3
2013/11/21,0,15.2,3.8,9.3
2013/11/22,0,15.8,3.7,9.2
2013/11/23,0,16.2,2.2,8.4
2013/11/24,0,17.7,4.3,11.1
2013/11/25,24.5,17,10.9,13.5
2013/11/26,0,13.1,6.5,10
2013/11/27,6,14.6,5.6,10
2013/11/28,3.5,9.9,4,6.5
2013/11/29,0.5,10.1,4.4,6.6
2013/11/30,0,13.4,5.5,8.9
2013/12/1,0,14.9,6,9.1
2013/12/2,0,13.8,3.9,8.3
2013/12/3,0,14.7,4.5,9.1
2013/12/4,0,14.1,4,8.1
2013/12/5,0,14.6,1,7.4
2013/12/6,0,15.4,4.5,8.9
2013/12/7,0,13.9,2.4,7.4
2013/12/8,0,15,1,7.3
2013/12/9,15,13.1,2.9,7.9
2013/12/10,0.5,12.7,6.3,9.2
2013/12/11,0,10.1,6.2,8
2013/12/12,0,10.5,2.7,6.6
2013/12/13,1.5,11.5,2.8,6.3
2013/12/14,0,10.4,0.9,5.5
2013/12/15,0,11.9,1,6.1
2013/12/16,0,11.6,1.9,7.4
2013/12/17,19,8.3,5.6,6.6
2013/12/18,9.5,8.9,3.1,6.1
2013/12/19,0,8.1,2.2,5.2
2013/12/20,0,8.6,3.7,6.2
2013/12/21,0,8.3,3.1,5.3
2013/12/22,0,10.5,1.2,5
2013/12/23,0,7.9,-1.2,3.6
2013/12/24,0,11.1,1.8,6
2013/12/25,0,10.6,1.2,5.7
2013/12/26,5,8.3,4.9,6.5
2013/12/27,0,7.3,4,5.9
2013/12/28,0,6.1,-1,3.1
2013/12/29,0,6.4,-2.8,1.6
2013/12/30,0,10.3,-1.2,4.8
2013/12/31,0,14.2,4.6,9.1
2014/1/1,0,14.4,4.7,10.5
2014/1/2,0,15,1.5,7.2
2014/1/3,0,12.2,1.9,6.6
2014/1/4,0,14.4,2.9,7.9
2014/1/5,0,13.7,1.1,7.1
2014/1/6,0,11.2,0.5,5.7
2014/1/7,0,13.6,0.2,7
2014/1/8,13.5,11.5,7.4,8.9
2014/1/9,0,8.4,0.3,5.2
2014/1/10,0,5.8,-2,1.6
2014/1/11,0,9,-0.3,4
2014/1/12,0,9.3,-0.7,4
2014/1/13,0,9.3,-0.6,3.8
2014/1/14,0,9.4,1,5.1
2014/1/15,0,9.3,-1.4,3.8
2014/1/16,0,10.3,-1.6,4.1
2014/1/17,0,10.3,0.3,4.7
2014/1/18,0,9.2,0.2,4.7
2014/1/19,0,10.7,-1.6,4.1
2014/1/20,0,15.3,-1,6.7
2014/1/21,0,7.6,0.8,4.6
2014/1/22,0,8.3,0,3.4
2014/1/23,0,11.5,-2.1,3.6
2014/1/24,0,14.9,-2.4,5.9
2014/1/25,4.5,16.6,3.7,10.1
2014/1/26,0,13.7,4.7,9.7
2014/1/27,0,12,-0.3,5.5
2014/1/28,0,14.8,0.6,7.7
2014/1/29,0,17.1,2.2,9.2
2014/1/30,18,15.4,8.5,12.4
2014/1/31,0,16.9,5.3,11.1
2014/2/1,14,20.3,4.8,12
2014/2/2,18,20.7,12.6,15.7
2014/2/3,0,17.6,10.8,14.1
2014/2/4,0,10.8,1.6,5.3
2014/2/5,0,8.1,-0.8,3.9
2014/2/6,8,4.8,3.2,4.2
2014/2/7,8,8.3,4.8,6.4
2014/2/8,14.5,11.3,3.7,7.3
2014/2/9,0,10.6,1.9,6
2014/2/10,3.5,8,2.7,5.1
2014/2/11,0,7.8,0.3,3.5
2014/2/12,0,10.7,-0.1,4.7
2014/2/13,14,5.5,0.7,2.9
2014/2/14,6,6,1.7,3.8
2014/2/15,0,10.1,2.5,5.8
2014/2/16,0,12.9,-1,5.7
2014/2/17,8.5,10.8,3.7,6.4
2014/2/18,3.5,6.3,1.9,4.4
2014/2/19,0,8,2.3,4.8
2014/2/20,0,12,0.1,5.8
2014/2/21,0,12.7,-1,5.8
2014/2/22,0,13.3,0.6,6.4
2014/2/23,0,14.3,0.6,7.5
2014/2/24,0,15.9,1,8.4
2014/2/25,0,17.2,1.7,9.2
2014/2/26,18,14.2,8,11.1
2014/2/27,4.5,16,9,13
2014/2/28,0,17.6,8,11.9
2014/3/1,9,14.1,10,11.7
2014/3/2,1,15.7,7.3,10.9
2014/3/3,0,14.8,5.4,9.1
2014/3/4,0,17.2,2.6,10.8
2014/3/5,5.5,13.8,5.2,9.9
2014/3/6,0,10.4,2.1,5.9
2014/3/7,0,10.8,-0.4,5.1
2014/3/8,0,10.8,-0.8,5.6
2014/3/9,0,11.5,1.9,7.3
2014/3/10,0,11.3,2.2,6.5
2014/3/11,0,14.4,-1.4,6.8
2014/3/12,0,20,2.2,12.3
2014/3/13,26,16.2,7.2,11.8
2014/3/14,0,9.5,2.3,6
2014/3/15,0,14.3,0,7.3
2014/3/16,0,18.2,4.3,11.4
2014/3/17,0,20.1,4.9,13.3
2014/3/18,2.5,19,14.2,16.1
2014/3/19,0.5,21.4,14.4,16.9
2014/3/20,5,15.5,7.1,12
2014/3/21,1,12.2,3.7,7.6
2014/3/22,0,15.1,0.7,7.8
2014/3/23,0,19.7,2.7,11
2014/3/24,0,20.6,5.2,13.1
2014/3/25,2,19.1,11.2,15.5
2014/3/26,14.5,18.8,14.8,17.1
2014/3/27,0,23.1,13.1,17.9
2014/3/28,0,24.7,9.2,17.2
2014/3/29,47.5,18.6,14.5,16
2014/3/30,15.5,18.9,11,15.9
2014/3/31,0,19.7,7.3,13.7
2014/4/1,0,22.8,8.1,15.2
2014/4/2,0,24.1,11.1,17.5
2014/4/3,3.5,20.4,11.4,15.4
2014/4/4,0,14.3,6.6,10.8
2014/4/5,6,14.7,3.9,9.3
2014/4/6,0,14.3,5.4,9.9
2014/4/7,0,15.9,2.7,10.2
2014/4/8,0,21.4,7.5,13.9
2014/4/9,0,23.2,7.7,15.2
2014/4/10,0,23.9,8.1,16.2
2014/4/11,0,24.9,10,17
2014/4/12,0,21,13.5,16.6
2014/4/13,25,15.3,12.2,13.5
2014/4/14,0,22.4,9.7,15.7
2014/4/15,0,23.4,5.4,14.5
2014/4/16,0,20.7,9.7,15.5
2014/4/17,12,23.5,10.9,17
2014/4/18,7,19,14.9,17.3
2014/4/19,1.5,23.1,12.1,16.6
2014/4/20,7.5,18.8,12.7,15.7
2014/4/21,0.5,21.4,14.9,17.8
2014/4/22,0,19.1,12.1,16.3
2014/4/23,0,24.3,8.8,16.7
2014/4/24,0,25.1,9.9,17.9
2014/4/25,0,25.3,10.2,18.6
2014/4/26,0,27.2,13.7,19.7
2014/4/27,0,22.6,14.4,18.6
2014/4/28,2,20.9,16,18.3
2014/4/29,1.5,20,15.5,17
2014/4/30,2.5,18.2,13.2,15.8
2014/5/1,0,22.5,14.2,17.5
2014/5/2,0,24.8,10.9,18
2014/5/3,0,25.8,13,19.2
2014/5/4,0,26.5,9.6,18.2
2014/5/5,4,19,13,15.8
2014/5/6,0,21.2,8.3,14.7
2014/5/7,0,23.4,7.3,15.9
2014/5/8,0,26.9,12,19.5
2014/5/9,0,27,16.3,21
2014/5/10,0,27.7,12.7,20.3
2014/5/11,0,29.8,13.4,21.5
2014/5/12,50,23.4,16.2,20
2014/5/13,0,27.1,14.1,20
2014/5/14,42,20.3,15.3,17.2
2014/5/15,5,22.4,16.6,18.5
2014/5/16,0,28,13.8,20.1
2014/5/17,0,23.8,15.1,19.5
2014/5/18,0,27.8,13.6,20.1
2014/5/19,6,27.8,16,21.3
2014/5/20,24.5,20.7,16.9,18.7
2014/5/21,0.5,26.3,16.8,20.3
2014/5/22,0,27,14.5,20.3
2014/5/23,0,29.6,15.3,22.6
2014/5/24,0,29.1,16.8,22.6
2014/5/25,0,27.1,19.6,22.7
2014/5/26,3,25.1,16.9,20.8
2014/5/27,0,27,14.2,20.2
2014/5/28,0,30,14.6,22.3
2014/5/29,0,31.5,19.9,24.8
2014/5/30,0,32.1,18.6,25.1
2014/5/31,0,33.9,18.5,25.4
2014/6/1,0,30.7,18.8,24.6
2014/6/2,6,24.7,17.7,21
2014/6/3,3.5,28.3,18.2,23.9
2014/6/4,33,27.4,19.4,21.8
2014/6/5,0,25.9,18.2,22
2014/6/6,0,25.8,20.3,22.7
2014/6/7,0,29.2,18.9,23.9
2014/6/8,0,29.5,19.9,24.4
2014/6/9,0.5,31,21.6,25.8
2014/6/10,3.5,28,20.4,23.1
2014/6/11,0,29.3,19.7,24
2014/6/12,0,27.8,20,23.1
2014/6/13,0,26.5,19.3,22.1
2014/6/14,0,26.8,19.8,22.6
2014/6/15,0,26.5,19.9,22.6
2014/6/16,0,26.3,19.8,22.4
2014/6/17,61.5,21.9,16.4,18.6
2014/6/18,28.5,21.9,18.2,19.9
2014/6/19,0.5,28,19,22.9
2014/6/20,1.5,28.6,20.7,24.4
2014/6/21,56,23.7,19.8,21.7
2014/6/22,33.5,23.9,20.4,21.9
2014/6/23,0,26.9,19.4,22.7
2014/6/24,0,27.8,19.8,23.2
2014/6/25,0,28,20.1,23.7
2014/6/26,1,24.6,20.4,22.2
2014/6/27,29,23.8,19.6,21.4
2014/6/28,0.5,27.4,21.8,23.6
2014/6/29,0,29.5,21.6,24.6
2014/6/30,0,26.9,21.2,23.5
2014/7/1,0,29.7,20.2,24.7
2014/7/2,11.5,25.7,20.9,22.7
2014/7/3,90,26.6,20.5,23.1
2014/7/4,2,25.3,21.4,23.1
2014/7/5,0,28.5,20.6,24.2
2014/7/6,59.5,24.8,21.3,22.3
2014/7/7,99.5,30.7,22.1,25.9
2014/7/8,0,36.7,24.9,30.4
2014/7/9,14.5,30.7,24.2,27.1
2014/7/10,1.5,27.6,23.4,25.3
2014/7/11,0,29.7,22.8,25.3
2014/7/12,9.5,30.3,21.4,24.3
2014/7/13,9.5,27,23.2,25.8
2014/7/14,5.5,26.9,23.6,24.8
2014/7/15,6.5,30.9,23.2,26.7
2014/7/16,0,31.7,24,27.6
2014/7/17,0,33.1,24.7,27.9
2014/7/18,0,31.8,24.5,27.8
2014/7/19,0,33.1,25,28.1
2014/7/20,15,31.6,24.1,26.8
2014/7/21,1.5,32.7,23.8,27.6
2014/7/22,0,33.1,24.1,28.4
2014/7/23,0,34.1,25.3,28.6
2014/7/24,1,34.5,26.5,30.1
2014/7/25,0,35,26.6,30.4
2014/7/26,0,34.3,27.7,29.9
2014/7/27,0,31.3,26,28.4
2014/7/28,0,33,22.6,27.4
2014/7/29,0,35.7,22.8,29.4
2014/7/30,23.5,36.2,25.4,29.5
2014/7/31,7.5,28.7,25.2,26.9
2014/8/1,19,31.4,25.5,27.8
2014/8/2,6.5,28.3,25,26.1
2014/8/3,1.5,32.7,24.9,28.3
2014/8/4,15.5,31.2,24.6,27.2
2014/8/5,13,27,25,26
2014/8/6,0.5,32,24.6,26.7
2014/8/7,5.5,34.5,23.3,28.2
2014/8/8,2.5,30.5,24.6,27.8
2014/8/9,0,29.1,25.8,27.6
2014/8/10,0.5,29.6,23.5,26.3
2014/8/11,1,30.9,23.4,26.4
2014/8/12,0,31.1,23.9,26.6
2014/8/13,0.5,34,23.2,27
2014/8/14,0.5,32.2,25,28.1
2014/8/15,13.5,29.9,25.9,27
2014/8/16,2,31,25.7,27.3
2014/8/17,2,33.1,24.9,27.7
2014/8/18,2.5,31,24.8,26.8
2014/8/19,28.5,28.7,24.2,25.7
2014/8/20,6,31.4,24.2,26.8
2014/8/21,0,33.2,24.6,28.2
2014/8/22,68,29.6,23,26.1
2014/8/23,0,32.1,24.3,27.6
2014/8/24,9.5,28.7,24.8,26.4
2014/8/25,2.5,31.3,23.2,26.9
2014/8/26,1.5,31.5,25.3,27.6
2014/8/27,0,31,23.8,26.9
2014/8/28,1,26,23.8,24.7
2014/8/29,9.5,26.2,22.1,23.7
2014/8/30,0,30.6,21.8,24.8
2014/8/31,0,31.3,22.6,26.3
2014/9/1,1.5,30.9,23.2,26.1
2014/9/2,0,31.8,23,27.3
2014/9/3,40,29.5,23.4,26.5
2014/9/4,18.5,26.7,23.4,24.7
2014/9/5,0,32.3,23.2,27.1
2014/9/6,7,30.6,23.7,26.1
2014/9/7,0,32.8,22.9,26.8
2014/9/8,0,33.3,22.6,27.1
2014/9/9,0,31.7,17.9,24.9
2014/9/10,0,30.6,20.8,25.3
2014/9/11,0,31.6,19.6,25.3
2014/9/12,0,29.9,19.8,24.3
2014/9/13,1,25.4,19.4,22.2
2014/9/14,0,30.1,19,24.5
2014/9/15,0,28.8,22.2,25
2014/9/16,0,30.9,21.6,25.6
2014/9/17,0,30.6,19.7,25
2014/9/18,0,26.5,19.6,22.9
2014/9/19,15,22.7,17.4,19.4
2014/9/20,2.5,21.1,15.8,18.7
2014/9/21,1,23.9,18.3,20.8
2014/9/22,0,27.8,20.2,23.4
2014/9/23,0.5,29.2,21.2,24.7
2014/9/24,17.5,26,21.9,24
2014/9/25,2,28.5,20.1,24.3
2014/9/26,0,28.7,18,23.1
2014/9/27,0,29.1,18.4,23.5
2014/9/28,0,30.6,19.6,24.3
2014/9/29,0,29.6,16.9,23.1
2014/9/30,0.5,26.1,19.7,22.2
2014/10/1,24,24.7,18.6,21.4
2014/10/2,1,25.1,20.6,22.4
2014/10/3,0,27.9,19.9,23
2014/10/4,0,27,17.6,21.9
2014/10/5,8,21.7,18.5,20.5
2014/10/6,0,23.8,14.8,19.8
2014/10/7,0,24.6,12.1,18.2
2014/10/8,0,27.9,11.7,20
2014/10/9,0,28.7,16.6,23
2014/10/10,0,29.6,20.1,24.3
2014/10/11,0,25.3,22.1,23.4
2014/10/12,0,26,23.3,24.5
2014/10/13,18,27.9,18.2,22.3
2014/10/14,0,21.8,12.4,17.8
2014/10/15,0,21.6,9.1,15.1
2014/10/16,0,22.6,10,16.1
2014/10/17,0,23.7,12.2,17.4
2014/10/18,0,25,13.2,18.3
2014/10/19,0,26.3,11.5,18.9
2014/10/20,0,26.3,13.8,19.8
2014/10/21,45.5,26.9,16.7,21.1
2014/10/22,44.5,22.9,16,19.9
2014/10/23,0,23,14.1,17.8
2014/10/24,0,24.5,11.4,17.5
2014/10/25,0,25.7,12.6,18.7
2014/10/26,0,27,15.9,20.9
2014/10/27,0,24.1,14,18.8
2014/10/28,0,22.6,11.2,15.9
2014/10/29,0,21.6,8.6,15.2
2014/10/30,0,23.7,13.5,18.3
2014/10/31,1,24.2,16.2,19.2
2014/11/1,5.5,21.3,17.5,19.3
2014/11/2,0.5,21.7,14.7,18.4
2014/11/3,0,17.7,7.4,13.3
2014/11/4,0,19.4,4.7,11.8
2014/11/5,0,21.2,6.4,13.6
2014/11/6,0,21.5,10.2,14.9
2014/11/7,0,22.2,8.6,15.5
2014/11/8,0,19.1,12.8,16.2
2014/11/9,19,21,14.8,16.9
2014/11/10,0,22.2,12.8,16.8
2014/11/11,0,19.6,12.3,15.2
2014/11/12,0,18.4,10.2,14
2014/11/13,0,13.9,7.9,10.4
2014/11/14,0,13.3,6.3,9.7
2014/11/15,0,16,3.9,9.6
2014/11/16,0,16.6,5.9,10.2
2014/11/17,0,14.2,7.8,10.8
2014/11/18,0,16.3,4.7,10
2014/11/19,0,17.6,3.8,10.3
2014/11/20,0,18.7,6.7,11.3
2014/11/21,0,16.9,5.6,11.4
2014/11/22,0,21.7,8.7,14
2014/11/23,0,21.3,8.1,14.1
2014/11/24,0,23.2,9.4,16.4
2014/11/25,10,21,14.6,17.5
2014/11/26,0.5,16.1,9.9,13.9
2014/11/27,0,19.2,6.8,12.3
2014/11/28,0.5,21.5,8.6,15.9
2014/11/29,3,19.2,11.4,16.2
2014/11/30,23.5,16.4,9.2,13
2014/12/1,2.5,18.4,6.1,12.5
2014/12/2,0,9.2,4.5,6.1
2014/12/3,0,12,4.7,8.5
2014/12/4,11.5,8.6,5.2,7.1
2014/12/5,0,9.3,3.1,5.7
2014/12/6,0.5,8.9,0.9,4.8
2014/12/7,0,9.6,-1.1,4.3
2014/12/8,0,9.5,1,5.5
2014/12/9,0,13.2,0.3,6.8
2014/12/10,3.5,15,3.4,9.3
2014/12/11,8.5,11.5,5.6,9.8
2014/12/12,0,9.9,3.6,6.3
2014/12/13,0,9,3.1,5.7
2014/12/14,0,9.9,0.4,4.7
2014/12/15,0.5,10,-1.2,4.7
2014/12/16,15.5,10.1,2.7,6
2014/12/17,0,6.5,1.3,3.1
2014/12/18,0,6.7,-1.6,2.6
2014/12/19,0,10.2,-3.7,3.9
2014/12/20,18,11.6,4.1,7.7
2014/12/21,2,7.1,1.3,3.9
2014/12/22,0,7.3,1,4.5
2014/12/23,0,11.1,2.4,6.1
2014/12/24,0,12.5,1.9,7.2
2014/12/25,0,10.9,1.8,6.9
2014/12/26,0,10.4,-1.5,4.1
2014/12/27,0,12.4,-0.1,5.9
2014/12/28,0,12.1,5.6,7.9
2014/12/29,0,12.8,4.6,7.6
2014/12/30,0,13.7,3.4,7.8
2014/12/31,0,15.2,-0.2,6.5
2015/1/1,0,5.9,-1.3,2.2
2015/1/2,0.5,5.6,-1.8,2.2
2015/1/3,0,8.2,-2.8,2.2
2015/1/4,0,15.1,1,7.9
2015/1/5,0,14.7,3.2,8.8
2015/1/6,7.5,15.2,4.9,11.1
2015/1/7,0,10.8,1.1,5.3
2015/1/8,0,9.1,0.7,4.4
2015/1/9,0,10.4,-1.8,4.5
2015/1/10,0,10.9,3.2,7.2
2015/1/11,0,11.8,0.8,6.6
2015/1/12,0,9.8,-0.7,4.6
2015/1/13,0,11.7,-0.7,5.6
2015/1/14,1.5,14.3,4.7,8.1
2015/1/15,14.5,13.6,6.6,9.7
2015/1/16,0,13.6,3.5,7.8
2015/1/17,0,9.4,0.7,6.2
2015/1/18,0,10.3,-2.4,4.4
2015/1/19,0.5,11.3,4.3,7.8
2015/1/20,0,13.1,0.3,6.4
2015/1/21,12,10.3,5,7.8
2015/1/22,1,11.3,6.1,8.5
2015/1/23,0,10.8,2,6.1
2015/1/24,0,13,-1,5.7
2015/1/25,0,15.4,2.3,8.6
2015/1/26,37.5,13.1,8.6,10.9
2015/1/27,0,15.1,6.2,9.7
2015/1/28,0,11,2.7,6.4
2015/1/29,13,10.1,3.5,6.3
2015/1/30,11.5,10.2,5,6.9
2015/1/31,0,7.9,0.4,4
2015/2/1,0,10.4,-1.6,3.9
2015/2/2,0,8.7,0,4.1
2015/2/3,0,12.5,-1.3,5.5
2015/2/4,0,9.5,5.1,6.9
2015/2/5,0,8.4,2.6,5.5
2015/2/6,0,9.9,1.2,4.8
2015/2/7,0,11.1,0,5.5
2015/2/8,0,7.6,-0.1,4.5
2015/2/9,0,4.8,-1.2,1
2015/2/10,0,8.4,-0.9,3.7
2015/2/11,0,12.3,4,7.6
2015/2/12,0,13,4.1,7.4
2015/2/13,0,9.7,1.8,5.6
2015/2/14,0,12.2,-1.6,5
2015/2/15,0,14.3,-0.4,7.4
2015/2/16,3.5,14.6,7.8,11.1
2015/2/17,0,13.6,7.9,10.7
2015/2/18,0,11.7,6,8
2015/2/19,0,10.8,3.3,6.4
2015/2/20,0,13.8,-0.5,6.3
2015/2/21,2,14.3,3.7,9
2015/2/22,2.5,14.4,10.3,12.3
2015/2/23,0,12.7,5.2,9.5
2015/2/24,0,12.5,3.2,7.2
2015/2/25,4.5,11.5,2.7,7.3
2015/2/26,17.5,12.3,6.2,9
2015/2/27,0,11.1,0.9,5.9
2015/2/28,3.5,14.5,3.2,8.3
2015/3/1,17,10.3,4.5,8.3
2015/3/2,0,13.6,2.4,7.2
2015/3/3,14.5,10.4,3.1,6.6
2015/3/4,0,11.2,4.1,7.4
2015/3/5,0,13.8,1,6.9
2015/3/6,0,8.6,6.5,7.4
2015/3/7,0,13.1,6.5,9.1
2015/3/8,0,16.9,2.7,10.3
2015/3/9,27,11.9,8,9.8
2015/3/10,0,8.1,1.4,3.4
2015/3/11,0,10.1,1.3,5.8
2015/3/12,0,12.6,2.8,7.9
2015/3/13,0,15,-0.7,8
2015/3/14,1,17.3,6.8,11.6
2015/3/15,8,14.8,7.9,11
2015/3/16,0,17.8,10.2,13
2015/3/17,0,24.7,6.7,16.6
2015/3/18,59,19.8,15.8,17.4
2015/3/19,52,18.7,11.7,15.7
2015/3/20,0,19.5,11,14.7
2015/3/21,0,21.1,10.7,14.7
2015/3/22,0,20.2,7.2,13.2
2015/3/23,0,16.3,5.2,10.5
2015/3/24,0,13.6,2.6,7.9
2015/3/25,0,15.8,1,8.5
2015/3/26,0,17.4,1.9,10
2015/3/27,0,17.1,3,10.8
2015/3/28,0,22.8,9.8,16.3
2015/3/29,1,23,12.1,16.9
2015/3/30,0,22.9,9,16.2
2015/3/31,6.5,21.5,12.1,16
2015/4/1,5.5,22.2,15.6,17.5
2015/4/2,0,26.6,14.2,20
2015/4/3,24.5,23.3,18.1,20.9
2015/4/4,1,21.2,15.8,18.6
2015/4/5,20.5,22.2,18.3,20.2
2015/4/6,0.5,23.5,14.8,19.6
2015/4/7,5,18.4,9.9,13.9
2015/4/8,5.5,16.4,8.7,11.9
2015/4/9,2.5,21.2,9.8,14.8
2015/4/10,41.5,14.5,12.4,13.5
2015/4/11,0,21.9,12,16.5
2015/4/12,2.5,22.1,12.7,16.4
2015/4/13,8.5,20.3,14.4,16
2015/4/14,6,16.4,9.5,12.7
2015/4/15,1,17.6,8.3,12.9
2015/4/16,1,23,10.7,16.6
2015/4/17,0,21.4,11.4,16.2
2015/4/18,2.5,23.9,8.3,16.2
2015/4/19,11.5,23.6,15.2,18.9
2015/4/20,5,22.2,13.6,18.1
2015/4/21,0,23.3,12.2,16.6
2015/4/22,0,23.8,12.1,17
2015/4/23,0,24.3,9.1,16.5
2015/4/24,0,23.6,10.2,16.7
2015/4/25,0,25.4,10.8,17.8
2015/4/26,0,27.6,8.6,18.2
2015/4/27,0,26.6,10.7,19.1
2015/4/28,0,22,16,19
2015/4/29,0,28.2,15.2,21.7
2015/4/30,6,24.1,16.5,20
2015/5/1,0,28,15.9,22.2
2015/5/2,0,28.4,16.2,22.4
2015/5/3,7,22.5,18.1,19.9
2015/5/4,0,23.6,16,19.3
2015/5/5,0,26.5,12.8,19.3
2015/5/6,0,24.9,12.7,18.9
2015/5/7,2.5,22.5,16.1,18.1
2015/5/8,0,28.7,13.4,21
2015/5/9,5.5,23.1,15.7,18.6
2015/5/10,0,28.2,13.7,20.5
2015/5/11,0,27.1,15.6,21.8
2015/5/12,35,25.3,13.7,17.9
2015/5/13,0,25.4,13.5,19.5
2015/5/14,2,27.2,13.3,21.1
2015/5/15,8,26.4,20.5,22.5
2015/5/16,31,25.4,17.8,21.2
2015/5/17,0,28.9,15.1,21.3
2015/5/18,21,22.8,17.5,20.3
2015/5/19,1,29.8,19.5,23.5
2015/5/20,0,27.8,15.9,21.4
2015/5/21,0,26.8,12.1,19.9
2015/5/22,0,28,15,21.3
2015/5/23,0,23.3,17.2,19.8
2015/5/24,0,26.8,16.5,20.9
2015/5/25,0,29.6,15.5,22.3
2015/5/26,0,31.7,16.8,24
2015/5/27,0,31.3,17.5,24.5
2015/5/28,0,27.1,19.7,23.6
2015/5/29,0,31.4,19.1,24.8
2015/5/30,17,23.6,19.3,21.1
2015/5/31,1,28.9,20.1,23.9
2015/6/1,0,29,20.2,23.9
2015/6/2,72,28.7,20.8,23.4
2015/6/3,70,25.4,17.6,22.2
2015/6/4,0,30,15.8,22.7
2015/6/5,34,21.4,16.1,17.8
2015/6/6,0,27,15.9,21.1
2015/6/7,0,25.6,16.7,21.7
2015/6/8,31,23.1,18.5,20.8
2015/6/9,36.5,23.8,20.4,22
2015/6/10,8,25.9,19.9,22.2
2015/6/11,158.5,24.8,20.4,22.7
2015/6/12,0,30.3,22.2,25.1
2015/6/13,6.5,24.8,18.5,21.1
2015/6/14,6.5,25.6,18.9,21.7
2015/6/15,10.5,23.1,20.4,21.2
2015/6/16,18,21.8,19.1,20.7
2015/6/17,26.5,23.2,18.1,20.1
2015/6/18,27.5,23.4,19.2,21.5
2015/6/19,2.5,24,20.1,21.6
2015/6/20,0,28.7,20.2,23.8
2015/6/21,0,28.2,20.9,24.1
2015/6/22,1.5,23.5,20.5,21.8
2015/6/23,0.5,26.3,20.1,23.1
2015/6/24,24.5,28,21.8,24
2015/6/25,7,28.1,21.5,24.1
2015/6/26,11,25.1,22.4,23.9
2015/6/27,13,23.2,20,21.4
2015/6/28,0,30.6,18.4,24
2015/6/29,0,30.6,18.8,24.4
2015/6/30,62.5,24.8,21,22.5
2015/7/1,135.5,25.2,20.9,22.6
2015/7/2,0,27.9,20.4,22.7
2015/7/3,0,28.7,19.7,23.7
2015/7/4,16,22.8,18.8,21
2015/7/5,0.5,25.3,18.7,21.5
2015/7/6,18.5,24.4,20,21.8
2015/7/7,6,27.4,21.4,24
2015/7/8,0,34,22.6,27.8
2015/7/9,0,35.8,23.9,28.9
2015/7/10,0,35.9,24.9,30
2015/7/11,20.5,30.5,24.8,26.7
2015/7/12,1,32.7,24.6,28.5
2015/7/13,21,27.6,23,24.8
2015/7/14,12.5,29.5,23.6,25.6
2015/7/15,0,34.9,22.7,28.8
2015/7/16,0,29.2,22,25.3
2015/7/17,0,24.9,20.5,22.2
2015/7/18,0,32.8,19.7,25.9
2015/7/19,3,32.1,24.4,27.6
2015/7/20,16.5,32.5,23.8,27.5
2015/7/21,29,27.4,23.8,25.2
2015/7/22,84,30.4,23.4,25.5
2015/7/23,2,32.4,23.3,27.2
2015/7/24,0,33.5,23.8,28.2
2015/7/25,0,35,23.8,29.3
2015/7/26,0,34.7,25,28.7
2015/7/27,9.5,31.1,24,27.1
2015/7/28,0,30.5,26.2,27.7
2015/7/29,0,32.4,26.6,28.6
2015/7/30,0,34.2,26.7,29.2
2015/7/31,0,34.5,26.1,29.3
2015/8/1,0,35.5,25.4,29.6
2015/8/2,0,34.4,25.8,29.3
2015/8/3,0,33.8,24.6,29
2015/8/4,0,34.7,24.9,29.3
2015/8/5,0,35.2,25.1,30
2015/8/6,0,36.3,25.5,30.9
2015/8/7,0,37.1,27.3,31.2
2015/8/8,0,36.7,24.8,30.3
2015/8/9,0,36.3,25.7,29.9
2015/8/10,0,36.3,24.9,29.6
2015/8/11,0,34.1,25.7,28.9
2015/8/12,61,27.4,23,25.6
2015/8/13,1.5,30.6,24.9,27.1
2015/8/14,0,31.3,23.5,26.7
