年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2011/12/16,0,8.2,-0.1,4.5
2011/12/17,0,7.3,-0.3,3.2
2011/12/18,0,9.6,-0.3,5
2011/12/19,0,11.1,1.8,6
2011/12/20,0,10.5,-0.9,4.6
2011/12/21,0,11.6,2.2,7
2011/12/22,0,11,3.1,6.9
2011/12/23,0,7.9,0.1,3.8
2011/12/24,0,9,-2.2,2.9
2011/12/25,0,6.6,0.8,3.1
2011/12/26,0,7.2,-0.8,3.3
2011/12/27,0,10.2,-2.1,3.3
2011/12/28,0,9.9,-1.3,3.6
2011/12/29,0,12.1,-0.7,5.5
2011/12/30,0,12.8,0.2,6
2011/12/31,0,12.8,-0.5,6.3
2012/1/1,0,8.7,5.4,7
2012/1/2,0,9.1,2,5.3
2012/1/3,0,10,3.1,5.6
2012/1/4,0.5,5.7,-1.3,3
2012/1/5,0,7.6,-2.7,2.1
2012/1/6,0,9,-2.3,2.9
2012/1/7,0,11.4,-2,4.4
2012/1/8,0,11.4,-1.2,5.4
2012/1/9,0.5,12.1,2.5,7.1
2012/1/10,0,9.3,-0.1,4.7
2012/1/11,0,8.8,0.8,3.9
2012/1/12,0,9.5,-1.3,3.3
2012/1/13,0,8.4,1,5.3
2012/1/14,0,11.2,0.3,5.6
2012/1/15,0,8.6,3.8,6.4
2012/1/16,9.5,7.4,4.1,5.8
2012/1/17,0,13,0.9,6.5
2012/1/18,0,14.8,1.3,8.1
2012/1/19,15,11.6,8.5,9.7
2012/1/20,0,15,8.3,10.6
2012/1/21,0,15.2,6.5,10.1
2012/1/22,0,12.8,6.4,8.3
2012/1/23,0,7.4,0.8,4.3
2012/1/24,0,5.8,-0.1,2.6
2012/1/25,0,4.6,-1.9,1.8
2012/1/26,0,6.3,-4.1,0.9
2012/1/27,0,10.5,-2.2,4.1
2012/1/28,0,11.5,3.4,6.9
2012/1/29,0,13,1.8,6.8
2012/1/30,0,11.1,1.1,5
2012/1/31,0,10.1,-2.2,3.5
2012/2/1,0,9.1,1.7,4.8
2012/2/2,0.5,2.1,-4.8,-0.7
2012/2/3,0,4,-6.7,-0.7
2012/2/4,0,9.6,-0.6,4.1
2012/2/5,2.5,9,-0.8,4.4
2012/2/6,32,14.6,6.4,10
2012/2/7,9.5,11.4,2.9,7.6
2012/2/8,0,4.5,-0.1,1.2
2012/2/9,0,6.7,-1.4,2.1
2012/2/10,0,7.7,0.8,3.8
2012/2/11,0,10.6,-0.8,4.6
2012/2/12,0,12.4,-2.3,5.2
2012/2/13,18,9,4.1,7
2012/2/14,4.5,11.6,8.1,9.6
2012/2/15,15,11,5.3,9.2
2012/2/16,0.5,10.5,2.2,6.4
2012/2/17,0,6.6,1.4,3.7
2012/2/18,0,5.4,-1.1,1.4
2012/2/19,0,6.3,-1.8,1.8
2012/2/20,0,10.6,-3.4,3.7
2012/2/21,0,9.9,2.6,6.4
2012/2/22,9,11.3,6.7,9.1
2012/2/23,17.5,18.4,9.9,13.2
2012/2/24,0,18,7.9,12.2
2012/2/25,9,11.5,7,8.9
2012/2/26,0,9.9,3.1,6.9
2012/2/27,0,13,0.2,6.4
2012/2/28,8,10.8,4.7,7.1
2012/2/29,3,17.1,4.1,10.4
2012/3/1,9.5,14.2,9.2,11
2012/3/2,12,13,10.3,11.5
2012/3/3,0,17.6,8.4,12.1
2012/3/4,5,12.5,9,10.9
2012/3/5,19,13.1,10.7,11.9
2012/3/6,7,16.6,9.4,13
2012/3/7,0,11.4,7.8,9.6
2012/3/8,0.5,10.7,6.4,8.6
2012/3/9,1.5,12.6,7.5,9.6
2012/3/10,0,14.4,4.8,9.2
2012/3/11,0,12.1,2.5,6.3
2012/3/12,0,9.1,1,4.6
2012/3/13,0,11.5,-1,5.2
2012/3/14,0,14.6,-0.4,7
2012/3/15,0,17.1,1.9,9.7
2012/3/16,5.5,14.2,7.8,11.3
2012/3/17,8.5,15.9,11.9,13.9
2012/3/18,26,14.7,10.6,12.9
2012/3/19,0,15.1,7,10.9
2012/3/20,0,14.5,6.6,9.8
2012/3/21,0,17,2.7,9.8
2012/3/22,0,18.6,3.4,12
2012/3/23,89.5,19.5,11.3,15.5
2012/3/24,0,13.7,7.6,10.3
2012/3/25,0,12.5,6,8.7
2012/3/26,0,13.9,5.4,8.8
2012/3/27,0,17.3,1.5,9.8
2012/3/28,0,20.9,5.8,13.1
2012/3/29,0,22,6.2,14.2
2012/3/30,0,23.6,10.8,17.1
2012/3/31,16,17.8,10.1,12.7
2012/4/1,0,16.4,7.5,11.4
2012/4/2,0,21.8,4.1,14
2012/4/3,9,18.6,8.1,12.8
2012/4/4,0,16.3,5.9,11
2012/4/5,0,19.5,8.6,14.2
2012/4/6,0,17.5,8.3,12.5
2012/4/7,0,15.9,6.5,11.5
2012/4/8,0,19.8,3.4,12
2012/4/9,0,23,7.5,15.7
2012/4/10,0,20.3,11.4,16.3
2012/4/11,41.5,23.4,15.6,17.8
2012/4/12,0,22.4,12.1,16.6
2012/4/13,4.5,13.9,10.4,11.6
2012/4/14,0,18.5,10.6,13.7
2012/4/15,0,22.7,9.6,16.5
2012/4/16,0,25.4,14,19.2
2012/4/17,0,24.8,12.5,17.9
2012/4/18,0,25,11.1,17.7
2012/4/19,0.5,22.6,12.6,17
2012/4/20,0,24.5,15.5,19.7
2012/4/21,6.5,26.3,17,20.3
2012/4/22,3,22.2,14.2,18.2
2012/4/23,0,24,11.8,17.6
2012/4/24,0,29.2,12.5,20.6
2012/4/25,30,23.7,15.9,18.3
2012/4/26,1.5,21.9,11.4,16.8
2012/4/27,0,24.3,7.9,16.2
2012/4/28,0,26.4,11.3,19.1
2012/4/29,0,24.8,13.4,19.9
2012/4/30,2.5,22,17.1,20.1
2012/5/1,10.5,28,19.2,22.4
2012/5/2,24.5,23.5,18.4,20.4
2012/5/3,0,24.4,16.1,19.6
2012/5/4,0,23.7,15.4,19.1
2012/5/5,0,26.8,13.4,20.2
2012/5/6,0,28,16.3,21.2
2012/5/7,0,26.3,18.4,21.6
2012/5/8,0,26.8,18.5,22
2012/5/9,0,30.2,16.2,22.8
2012/5/10,0,28.2,15.9,20.8
2012/5/11,0,25.3,13.8,18.2
2012/5/12,0,25.2,11.9,18.2
2012/5/13,0,24.4,13.1,19.1
2012/5/14,4,21.8,17.2,19.1
2012/5/15,4.5,22.9,17.9,20.1
2012/5/16,0,27.2,16.1,20.7
2012/5/17,0,26.4,15.5,20.2
2012/5/18,0,26.6,13.4,20.4
2012/5/19,0,27,14.2,20.8
2012/5/20,0.5,22.8,17,19.4
2012/5/21,1,22.1,17.1,19.4
2012/5/22,0,29.4,17.2,23.4
2012/5/23,0,26.5,16.2,21
2012/5/24,0,27.5,16.3,21.7
2012/5/25,11,21,16.2,17.8
2012/5/26,0,22.3,15.2,18.7
2012/5/27,0,30.4,14,22.2
2012/5/28,0,31.6,16.1,24
2012/5/29,0,31.5,17.6,24.4
2012/5/30,1.5,27.2,19.7,22.6
2012/5/31,1.5,27,19.1,22.2
2012/6/1,0,29,17.1,23.2
2012/6/2,0,23.9,20.4,22
2012/6/3,0,30.8,19.8,24.5
2012/6/4,1.5,27.5,19,23.2
2012/6/5,13,23.3,17.9,20
2012/6/6,0,29.6,16.2,22.6
2012/6/7,4,27.9,18.9,21.8
2012/6/8,6.5,24.2,19.1,21.7
2012/6/9,0,27.3,21.2,23.6
2012/6/10,0,30.5,18.6,24.3
2012/6/11,1,26.1,19.4,22.7
2012/6/12,6.5,24.7,20.5,22.5
2012/6/13,0,31.7,20.5,25.6
2012/6/14,0,32.3,20.1,26.2
2012/6/15,42.5,25.4,21.8,23.4
2012/6/16,149,24.5,21.7,23
2012/6/17,5,26.7,22.3,23.4
2012/6/18,5.5,25.7,21.4,23.2
2012/6/19,14,29.2,21.6,24.1
2012/6/20,0,27.7,20.3,23.8
2012/6/21,102,24,19.3,20.5
2012/6/22,0,30.8,19.2,24.4
2012/6/23,9,26.1,20.9,22.5
2012/6/24,222.5,25.3,20.6,22.2
2012/6/25,9,23.9,21.3,22.7
2012/6/26,0,30.9,21,25.9
2012/6/27,56.5,25.3,19.9,21.9
2012/6/28,1,28.7,20.3,24.2
2012/6/29,1,29.9,22.4,25.1
2012/6/30,49,29.4,23.5,25.4
2012/7/1,13,26.7,23.1,25.1
2012/7/2,20.5,26.8,23.6,24.7
2012/7/3,15.5,26.5,23.3,24.5
2012/7/4,25,28.2,22.7,24.8
2012/7/5,2.5,31.3,24.7,27
2012/7/6,7,29.5,25.6,27.2
2012/7/7,6,29.8,22.8,25.8
2012/7/8,0,30.5,21,25.3
2012/7/9,0,31.2,20,25.8
2012/7/10,0,33.6,22.3,27.6
2012/7/11,9.5,30.4,25.6,27.3
2012/7/12,183,28.3,23.4,26.2
2012/7/13,38.5,28.3,22.6,24.4
2012/7/14,136.5,29.1,23.3,26.2
2012/7/15,0,33.8,23.1,28.8
2012/7/16,5.5,34.5,25.7,28.5
2012/7/17,0,34.5,24.2,29.2
2012/7/18,0,35.8,27,30.3
2012/7/19,0,32.1,26.5,28.8
2012/7/20,11,29.8,25.5,26.7
2012/7/21,10,28.3,25.8,26.7
2012/7/22,4,33.4,23.8,26.8
2012/7/23,0,33,22.2,27.4
2012/7/24,1,34.3,23.9,28.4
2012/7/25,0,34.8,24.8,29.5
2012/7/26,0,35,26.9,30.1
2012/7/27,0,34.7,27.3,30.1
2012/7/28,0,35.4,26.6,30.3
2012/7/29,0,36.2,26.8,30.1
2012/7/30,0,35.4,26.1,29.9
2012/7/31,0,36.2,24.7,30.3
2012/8/1,0,33.4,26.2,29.6
2012/8/2,0,35.4,27.8,30.9
2012/8/3,0,36.3,27.2,30.8
2012/8/4,0,34.4,26.5,29.8
2012/8/5,1,36.1,27.6,30.4
2012/8/6,20.5,36.4,26,29.9
2012/8/7,0,34.7,25.5,29.6
2012/8/8,6,32.8,26.2,28.5
2012/8/9,0,30.2,25.8,27.6
2012/8/10,0.5,34.8,24.3,29.1
2012/8/11,7,31.4,25.3,28.1
2012/8/12,0,32.6,26,28.8
2012/8/13,0,32.9,25.6,28.5
2012/8/14,34.5,29.8,24.3,27.1
2012/8/15,0,34.9,25.2,29.6
2012/8/16,0,34.7,25.4,30.1
2012/8/17,10,35.7,26.2,30.1
2012/8/18,11.5,34.8,25.2,28.3
2012/8/19,6,34.5,25.2,27.7
2012/8/20,2,33.9,24,27.9
2012/8/21,0,32.1,24.1,27.9
2012/8/22,0.5,34.6,24.1,28.8
2012/8/23,1,34.1,25,29
2012/8/24,0,34.6,26.1,29.7
2012/8/25,0,34.6,25.9,29.9
2012/8/26,0,34.6,26.1,29.8
2012/8/27,2,33.8,25.5,29.8
2012/8/28,32.5,32.6,24.6,28.1
2012/8/29,2,31.4,24.8,26.9
2012/8/30,5.5,32.1,24.4,27
2012/8/31,0,30.7,23.4,26.4
2012/9/1,0,32.2,20.9,26.3
2012/9/2,0,32.7,22.2,27.2
2012/9/3,0,31,24.6,27.1
2012/9/4,0,33.1,23.8,28.2
2012/9/5,23.5,29.2,22.3,25.7
2012/9/6,0,31.9,22.8,26.7
2012/9/7,0,33.7,24,28.2
2012/9/8,0,33.1,25,28
2012/9/9,0,32.3,23.8,27.8
2012/9/10,0,31.6,24.1,26.8
2012/9/11,0,32.2,24.3,27.5
2012/9/12,0,32.5,23.9,27.6
2012/9/13,0,32.8,23.6,27.5
2012/9/14,15,32.4,23.2,27.2
2012/9/15,2.5,31.6,22.7,25.8
2012/9/16,10.5,29.9,23.8,25.8
2012/9/17,4,31,21.8,26.7
2012/9/18,0.5,27.7,21.2,23.6
2012/9/19,0,27.2,19.4,23.1
2012/9/20,0,26.1,17.7,21.6
2012/9/21,0,26.6,16.8,21.2
2012/9/22,24,21.9,14.9,17.8
2012/9/23,4.5,27.2,15.3,20.7
2012/9/24,0,25.5,16.3,20.7
2012/9/25,0,29.7,16.4,23.1
2012/9/26,0,30,18.4,23.9
2012/9/27,0,29.8,16.4,23.1
2012/9/28,0,29.5,17.7,23.2
2012/9/29,15.5,19.4,17.6,18.6
2012/9/30,11,23.5,17.8,20.3
2012/10/1,0,25.8,15.4,20.2
2012/10/2,0,27,14.7,20.6
2012/10/3,0,27.5,14.2,20.9
2012/10/4,0,28.2,17,21.5
2012/10/5,0,25.9,12,19.5
2012/10/6,0,22.6,16,19.1
2012/10/7,0,27.2,14,20.4
2012/10/8,0,27.2,16.8,21.2
2012/10/9,0,28.4,14.5,21.4
2012/10/10,0,28.2,16.4,21.6
2012/10/11,0,25,15.7,19.8
2012/10/12,0,25.6,12.2,18.8
2012/10/13,0,27.4,13.2,20.4
2012/10/14,0,24.3,16.6,20.1
2012/10/15,0,27.7,12.5,20.3
2012/10/16,0,29.1,14.7,22.4
2012/10/17,27.5,22.6,16.9,19.7
2012/10/18,0,21.9,13.4,17.5
2012/10/19,0,23.3,10.9,16.5
2012/10/20,0,24.3,10.8,17.3
2012/10/21,0,25.9,12.7,18.8
2012/10/22,1,26.9,15.5,21.4
2012/10/23,38.5,21.3,9.9,15.3
2012/10/24,0,21.3,7.6,13.8
2012/10/25,0,23.4,11.2,16.4
2012/10/26,6.5,20.1,14,16.2
2012/10/27,0.5,20,14.9,17.7
2012/10/28,23,23.3,13.6,18.3
2012/10/29,0,23,10.5,16.6
2012/10/30,0,20.9,12.8,15.9
2012/10/31,0,19.2,10,13.9
2012/11/1,0,18,7.5,11.8
2012/11/2,0,17.9,4.3,10.8
2012/11/3,0,20.5,6.4,13.3
2012/11/4,7,18.5,9.5,14.2
2012/11/5,8.5,17.1,11.8,14.9
2012/11/6,0,19.4,10,13.8
2012/11/7,0,17.4,10.4,13.8
2012/11/8,0,18.9,8.1,12.9
2012/11/9,0,20.7,10.3,14.6
2012/11/10,1,17.5,11.8,14.7
2012/11/11,10.5,21.5,12.5,16.9
2012/11/12,0,18,10.2,14
2012/11/13,10,16.5,9.6,11.8
2012/11/14,0.5,13.4,7.3,10.1
2012/11/15,0,13.8,5.7,10
2012/11/16,0,18.2,3.1,11
2012/11/17,20.5,15.2,11.5,13
2012/11/18,0,15.8,6.5,11
2012/11/19,0,17.2,5.6,11
2012/11/20,0,16.1,6,10.6
2012/11/21,0,11.7,3.1,7.1
2012/11/22,0,18.6,9.9,13.7
2012/11/23,0,14.6,11.5,13.3
2012/11/24,0,12.5,5.5,9.8
2012/11/25,1.5,14.1,3.2,8.8
2012/11/26,2,18.1,8.5,11.7
2012/11/27,0,10.3,2.2,7
2012/11/28,0,15.6,0.6,7.4
2012/11/29,9,10.9,6.1,8.7
2012/11/30,0,13.7,2.7,8.3
2012/12/1,0,12.1,3.1,7.2
2012/12/2,6.5,9.2,3.6,7.2
2012/12/3,1,12,4.8,8.9
2012/12/4,0.5,11.5,2,7.9
2012/12/5,4.5,11.3,0.5,6
2012/12/6,0,10.7,0.6,5.5
2012/12/7,14,13.2,-0.2,7
2012/12/8,0,12.8,5.1,8
2012/12/9,1.5,6.8,0.4,4.3
2012/12/10,0,7.5,-1.5,2.6
2012/12/11,0,7.3,-1.3,2.8
2012/12/12,0,9.5,-1.6,3.2
2012/12/13,0,13.6,-2.1,5.4
2012/12/14,7,14.7,2.3,9
2012/12/15,13.5,15.7,10.2,12.5
2012/12/16,0,16.9,7.5,12.2
2012/12/17,0,14.7,9,12
2012/12/18,0,11.1,2,6.5
2012/12/19,0,7.3,0,3.1
2012/12/20,0,10.4,-2,3.6
2012/12/21,13,12.1,0.2,6.9
2012/12/22,3,13.7,5.8,10.6
2012/12/23,0,6.8,-0.3,3.3
2012/12/24,0,4.7,-1.5,1.1
2012/12/25,0,5.5,-1.5,2.4
2012/12/26,0,8.8,-2.1,3
2012/12/27,0,9.7,-2,3.7
2012/12/28,13.5,15.7,3.9,9.3
2012/12/29,0,14.2,4.5,9.1
2012/12/30,11,9.7,3.2,6.8
2012/12/31,0,5.3,-1,2
2013/1/1,0,8.3,-0.9,3.7
2013/1/2,0,13.8,0.7,5.5
2013/1/3,0,5,-1.8,2.3
2013/1/4,0,6.6,-4.1,0.8
2013/1/5,0,8.2,-1.9,2.7
2013/1/6,0,8.6,-1.2,3.2
2013/1/7,0,9.9,-2.7,3.8
2013/1/8,0,12,3.6,6.7
2013/1/9,0,9.1,0.4,4.3
2013/1/10,0,7,-1.3,2.3
2013/1/11,0,9.2,-3.9,2.3
2013/1/12,0,13,2.5,7.4
2013/1/13,21,7.5,3.1,6
2013/1/14,15,12.8,2.8,7.2
2013/1/15,0,10.4,-0.2,4.7
2013/1/16,0,12.1,-1.3,5
2013/1/17,0,8.1,1,4.8
2013/1/18,0,7.9,-0.9,2.8
2013/1/19,0,9.6,-1.5,3.6
2013/1/20,0,10.8,-0.4,4.8
2013/1/21,7.5,11.6,3.5,7.6
2013/1/22,1,13.8,8.5,11.4
2013/1/23,0,11.6,4.1,8
2013/1/24,0.5,12,2.8,7.1
2013/1/25,0,8.6,3,5.2
2013/1/26,0,6.7,0.6,3.7
2013/1/27,0,6.4,-1.8,1.7
2013/1/28,0,8.9,-3.1,2.7
2013/1/29,0,11.8,-2.7,4
2013/1/30,0,14.3,-0.8,6.6
2013/1/31,0,17.8,1.7,9.2
2013/2/1,31.5,12.6,5.6,9.3
2013/2/2,0,16.2,6.4,12.5
2013/2/3,0,15.8,2.2,9.2
2013/2/4,31,17.8,8.9,13.3
2013/2/5,14,11.7,8.2,9.5
2013/2/6,1,13.6,7.4,9.8
2013/2/7,0,9.4,2.6,6.1
2013/2/8,0,4.9,-1.8,1.2
2013/2/9,0,9.2,-1.4,3.7
2013/2/10,0,10.5,-1,4.7
2013/2/11,0,11.8,-0.8,5.1
2013/2/12,9,7,-0.1,4
2013/2/13,0,10.7,1.8,5.7
2013/2/14,2,10.2,0.5,5.8
2013/2/15,14.5,10.8,3,7
2013/2/16,0,10.7,-0.3,4.9
2013/2/17,0,9.9,-0.6,5.9
2013/2/18,37,15.2,8.1,10.8
2013/2/19,6,9.4,4.1,7
2013/2/20,0,10.4,0.4,5.1
2013/2/21,0,10.3,-1.2,4.1
2013/2/22,0,11.9,-0.4,5.2
2013/2/23,0,11.8,1.5,6.2
2013/2/24,0,12.2,-0.8,5.7
2013/2/25,0,14.5,1.1,8.2
2013/2/26,18,11.2,7.6,9.5
2013/2/27,2.5,17.8,6.8,12.1
2013/2/28,0,20,3.7,11.4
2013/3/1,39.5,17.7,7,11
2013/3/2,0,11,4,7.1
2013/3/3,0,11.7,0.8,6.3
2013/3/4,0,13,2.1,7
2013/3/5,0,15.4,1.6,8.4
2013/3/6,0,16.9,2,9.6
2013/3/7,0,19.6,3.5,12.5
2013/3/8,0,20.2,13.1,16.5
2013/3/9,0,23.8,9.6,17
2013/3/10,0.5,20.4,7.4,15.9
2013/3/11,0,17,5.1,9.8
2013/3/12,0,22.1,4.3,14.2
2013/3/13,21.5,20.9,9.6,15.7
2013/3/14,0,11.8,3.9,8.2
2013/3/15,0,16.3,0.8,8.2
2013/3/16,0,18,3.9,11.2
2013/3/17,0,16.6,6.3,11.8
2013/3/18,28.5,19.3,13.2,16.6
2013/3/19,0,24.2,9.6,16
2013/3/20,11.5,15.8,9.7,13.2
2013/3/21,0,15.9,7.2,11
2013/3/22,1.5,14.8,4.1,8.5
2013/3/23,0,16.3,7.3,12
2013/3/24,0,16.9,10.5,13
2013/3/25,0,17.1,7.4,12.3
2013/3/26,0,15.4,4.2,10.3
2013/3/27,7,14.8,8.7,11.7
2013/3/28,0,22.4,12.2,16.1
2013/3/29,0,17.8,10.7,13.6
2013/3/30,0,21.2,7,14.2
2013/3/31,0,19.2,9.7,13.7
2013/4/1,0,22.3,6.2,15.1
2013/4/2,17,16.2,10.3,13.7
2013/4/3,0,18.6,7.9,12.6
2013/4/4,0,19.6,7.2,13.4
2013/4/5,0,24.1,10.1,17.7
2013/4/6,31.5,19.7,9.7,16.3
2013/4/7,0.5,12,6.3,9.2
2013/4/8,0,18.2,4.4,11.1
2013/4/9,0,18.3,8.6,13
2013/4/10,0,14.9,7.1,10.4
2013/4/11,0,14.4,3.5,9.7
2013/4/12,0,17,5,11.4
2013/4/13,0,18.9,4.1,11.8
2013/4/14,11.5,23,7.5,15.5
2013/4/15,0,22.7,12.2,17.2
2013/4/16,0,24.5,10.3,18.1
2013/4/17,51.5,23.8,14.8,18.5
2013/4/18,0,24.1,15.4,19
2013/4/19,0,20.9,10.3,15.4
2013/4/20,19,16.3,8.2,11.3
2013/4/21,0,16.5,6.7,11.2
2013/4/22,0,20.6,4.3,13
2013/4/23,3,18,10.1,14.2
2013/4/24,8.5,18.8,14.1,15.7
2013/4/25,0,22.8,12.4,16.7
2013/4/26,0,18.9,11.6,15.4
2013/4/27,0,21.2,7.3,14.6
2013/4/28,0,25.2,9.6,17.6
2013/4/29,0,26,11.9,19.6
2013/4/30,21.5,20.8,11.5,15.1
2013/5/1,0,19.8,8.9,13.4
2013/5/2,0,21.1,6.9,14.4
2013/5/3,0,22.3,8.2,15.5
2013/5/4,0,23.3,11.2,16.8
2013/5/5,0,24.8,9.5,17
2013/5/6,0,24.9,10.6,17.9
2013/5/7,0,28.4,11.8,19.4
2013/5/8,0,26.9,10.8,19
2013/5/9,0,27.1,13.4,20.3
2013/5/10,19,20.7,16,18.6
2013/5/11,0,23.8,14.9,18.9
2013/5/12,0,27.1,11.8,19.5
2013/5/13,0,30.5,12.6,21.4
2013/5/14,0,30.7,13.1,21.2
2013/5/15,0,28.8,16,22.5
2013/5/16,0,30.7,18.8,24
2013/5/17,0,28.4,17.2,21.8
2013/5/18,0,30,15.2,22.7
2013/5/19,5.5,22.1,18.6,20.4
2013/5/20,0,27,18.6,21.8
2013/5/21,0,30,18.3,22.9
2013/5/22,0,30,19.7,24.1
2013/5/23,0,31.9,19.1,24.5
2013/5/24,0,32.2,17.9,25.1
2013/5/25,0,32.2,18.1,25
2013/5/26,0,30.9,19,24.8
2013/5/27,0,26.6,20.9,24
2013/5/28,23.5,25.7,21.9,23.2
2013/5/29,3.5,28.1,21,23.9
2013/5/30,2,24.1,18.6,21.3
2013/5/31,0,28.9,16.8,22.2
2013/6/1,39.5,21.7,18.8,19.8
2013/6/2,7,21.8,17.7,19.6
2013/6/3,0.5,29.4,17.5,22.7
2013/6/4,23,31.4,18.3,24
2013/6/5,0,27.8,18.1,22.7
2013/6/6,0,28.8,20.5,24
2013/6/7,0,29.1,18.2,23.6
2013/6/8,2,26,19.9,22.5
2013/6/9,19.5,25.6,17.3,21.2
2013/6/10,0,31.3,20.5,24.6
2013/6/11,0,31.8,23.1,26.7
2013/6/12,0,33.2,22.7,27.1
2013/6/13,0,31.4,23.9,26.7
2013/6/14,0,32,23.6,27.3
2013/6/15,29.5,28.6,22.6,25.1
2013/6/16,0,31.7,22.7,26.7
2013/6/17,0,30.8,23.3,26.2
2013/6/18,6.5,28.8,24,26.3
2013/6/19,1.5,29.3,26.4,27.7
2013/6/20,8,29.8,25.3,27.3
2013/6/21,38.5,27.8,19.8,23.6
2013/6/22,0,26.6,19.8,23
2013/6/23,13.5,25.6,20.1,22.1
2013/6/24,49.5,23,19.4,21.1
2013/6/25,14.5,27.8,20.9,23.4
2013/6/26,34,27.8,21.7,24.4
2013/6/27,0,29.2,20.6,24.4
2013/6/28,2.5,26.6,21.7,23.4
2013/6/29,11.5,28.2,21.1,24.4
2013/6/30,7,29.2,21.2,24.4
2013/7/1,0,27.7,21.9,24.5
2013/7/2,0,31.2,22.7,27
2013/7/3,64.5,31.2,24.4,27
2013/7/4,6.5,27.7,25.5,26.5
2013/7/5,0,31,26.7,28.6
2013/7/6,3.5,31.3,25.9,28.3
2013/7/7,0,32.4,26.4,28.6
2013/7/8,0,33.8,24.5,28.9
2013/7/9,0,33.7,24.4,28.6
2013/7/10,0,33.9,25,28.7
2013/7/11,0,35.1,24.1,29.2
2013/7/12,0,35.2,25.3,29.8
2013/7/13,0,34.7,26.4,30.2
2013/7/14,0,33.9,25.9,29.3
2013/7/15,0,33.2,26,29
2013/7/16,0,34.3,24.5,29.1
2013/7/17,0,34.1,24.7,29
2013/7/18,0,33.8,25,28.9
2013/7/19,0,34.6,24.8,29.2
2013/7/20,0,34.6,25,29
2013/7/21,0,34.9,25.5,29.4
2013/7/22,0,34.4,24.8,29.1
2013/7/23,0,33.3,26,28.9
2013/7/24,0,33.6,26.5,29.4
2013/7/25,0,34,27.6,29.6
2013/7/26,7,30.9,26.1,27.8
2013/7/27,0,30.8,26.9,28.4
2013/7/28,1.5,32.2,26.5,28.5
2013/7/29,35.5,29,24,27.4
2013/7/30,0,30.6,26.2,28.1
2013/7/31,0,33.1,26.5,29.1
2013/8/1,0,32.9,26.9,29.3
2013/8/2,0,33.8,25.9,29.3
2013/8/3,0,33.5,25.9,29.2
2013/8/4,62,28.4,24,25.6
2013/8/5,54,32.8,23.8,26.3
2013/8/6,0,34.3,24.4,28.9
2013/8/7,0.5,33.2,27.4,29.4
2013/8/8,0,34.2,27,29.8
2013/8/9,0,34.1,26.2,29.9
2013/8/10,0,35.1,27.3,30.5
2013/8/11,0,36.2,27.7,31.1
2013/8/12,0,36.4,27.7,30.6
2013/8/13,0,35.1,27.2,30
2013/8/14,0,35.7,26.2,29.8
2013/8/15,1,35.5,25.8,29.7
2013/8/16,0,35.5,24.7,29.4
2013/8/17,0,36.3,25.3,30.6
2013/8/18,0,37.1,26.1,30.9
2013/8/19,0,38.1,25.4,31.5
2013/8/20,0,38.5,25.6,31.7
2013/8/21,5.5,38.1,26.9,30.6
2013/8/22,0,36.6,26.3,30.8
2013/8/23,3,32.9,27.1,29.2
2013/8/24,30,31.3,25.6,28.1
2013/8/25,192,27.1,24.3,25.6
2013/8/26,50.5,30.2,23.1,25.9
2013/8/27,0,32.9,20.2,26.3
2013/8/28,0,33.3,22.2,27.6
2013/8/29,6,33.9,23.5,28.6
2013/8/30,130.5,30.5,24.6,27
2013/8/31,36,27.4,23.6,25.9
2013/9/1,100.5,23.9,22.4,23.1
2013/9/2,18,24.8,22.6,23.6
2013/9/3,25,24.4,18.3,21.3
2013/9/4,53.5,27.5,18.4,22.3
2013/9/5,0,30.9,18.1,24.3
2013/9/6,0,30.1,19.9,24.9
2013/9/7,0,31.5,20.5,25.8
2013/9/8,0,29.1,22.8,25.7
2013/9/9,0,31.5,23.5,26.6
2013/9/10,0,32,22.4,26.9
2013/9/11,0,32.4,24.2,27.9
2013/9/12,0,33.5,25,28.6
2013/9/13,0,33.7,24.9,28.8
2013/9/14,0,33.1,23.6,27.9
2013/9/15,0,32.1,24.4,27.5
2013/9/16,0,29.9,20.6,25.3
2013/9/17,0,31.6,16.3,23.8
2013/9/18,0,33.5,17.4,25.2
2013/9/19,0,32.9,18.2,25.8
2013/9/20,0,32.9,20.2,26.5
2013/9/21,0,34.3,20.8,27
2013/9/22,0,34.5,23.2,27.5
2013/9/23,0,33.5,22.3,27.2
2013/9/24,0,33.2,20.4,26.5
2013/9/25,0,31.8,20.4,25.4
2013/9/26,0,27.8,18.1,22.9
2013/9/27,0,27.9,16.6,22
2013/9/28,0,30.9,16,23.9
2013/9/29,0,26.6,21.7,23.8
2013/9/30,2,25.6,19.7,22.5
2013/10/1,0,30.9,17.6,23.6
2013/10/2,0,30.1,18.8,24.3
2013/10/3,0,29.6,20.1,24.2
2013/10/4,0,28.5,19.3,23.1
2013/10/5,26.5,23.5,20.1,21.6
2013/10/6,0,31.3,21.5,26.1
2013/10/7,5,32.3,23.7,27
2013/10/8,2.5,29.6,23.7,26.6
2013/10/9,1,30.2,22.2,25.7
2013/10/10,0,31.4,23.2,27
2013/10/11,6,26.9,20.1,24.1
2013/10/12,0,25.3,15.8,19.7
2013/10/13,0,28.2,13.9,20.6
2013/10/14,0,29.4,15.1,22.2
