年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2015/8/29,29.5,24.8,18.6,21.2
2015/8/30,22,21.6,19.1,20.1
2015/8/31,6.5,25.9,19.1,21.3
2015/9/1,9,27.2,19.7,22.6
2015/9/2,2,30.8,19.9,23.5
2015/9/3,2,27.8,18.8,22.5
2015/9/4,16.5,27.8,19,22.1
2015/9/5,0,26.7,17,20.6
2015/9/6,25.5,22.9,18,19.3
2015/9/7,5.5,22,18,19.5
2015/9/8,1.5,22.3,19,20.5
2015/9/9,31.5,26.4,18.1,21.4
2015/9/10,31.5,27.1,17.8,21.3
2015/9/11,0,25.2,17.1,19.9
2015/9/12,0,28.3,15.9,21.3
2015/9/13,0,24.6,15.5,18.8
2015/9/14,0,23.4,15,18.4
2015/9/15,0,26.6,16,19.8
2015/9/16,0,24.7,16,19.8
2015/9/17,6.5,20.3,16.7,18.5
2015/9/18,17,25.4,16.6,19.4
2015/9/19,0,24.6,15.8,19.5
2015/9/20,0,23.7,14.8,18.2
2015/9/21,0,24.7,14.8,18.5
2015/9/22,0,26.3,13.9,19
2015/9/23,0,27.4,13.4,20.2
2015/9/24,6.5,20.3,16.1,18
2015/9/25,19,19.1,15.8,17.5
2015/9/26,0,24.2,16.6,19.5
2015/9/27,0,23.6,15.3,18.8
2015/9/28,0,24.9,14.5,18.7
2015/9/29,0,22,13,17
2015/9/30,0,20.7,10.9,15.2
2015/10/1,2,23.2,10.4,17
2015/10/2,22,21.8,11.5,17.2
2015/10/3,0,23.5,10,15.1
2015/10/4,0,18.2,10.7,13.5
2015/10/5,0,18.1,10.1,13.7
2015/10/6,0,21,9.4,13.9
2015/10/7,0,20.1,9.5,14
2015/10/8,0,20.3,9,14.2
2015/10/9,0,21.8,8.6,14.6
2015/10/10,0,18.9,8.9,14.2
2015/10/11,3.5,21.8,11.7,15.6
2015/10/12,0,21.5,8.6,13.9
2015/10/13,0,19.3,9.6,13.7
2015/10/14,0,18.5,7.5,11.9
2015/10/15,0,19.1,5.2,11.2
2015/10/16,0,21.9,7.3,14.2
2015/10/17,0,22.5,9.4,15.3
2015/10/18,0,22.8,12.3,16
2015/10/19,0,22.5,11.2,15.5
2015/10/20,0,22.6,10.9,15.3
2015/10/21,0,23.2,9.5,15.6
2015/10/22,0,18.4,10.4,13.6
2015/10/23,0,19.9,11.8,14.7
2015/10/24,1.5,23.5,9.5,15.2
2015/10/25,0,15.6,5.5,10.5
2015/10/26,0,16.6,3.2,9.8
2015/10/27,0,23.2,6.3,15.9
2015/10/28,0,17,12.1,14.5
2015/10/29,0,19.4,7.8,12.3
2015/10/30,0,17.4,5.8,10.2
2015/10/31,0,14.1,4.2,8.3
2015/11/1,0,14.5,1.3,8.1
2015/11/2,16,12,8.1,9.4
2015/11/3,0,15.9,6.7,10.8
2015/11/4,0,18.3,3.7,10.1
2015/11/5,0,19.4,3.3,10.6
2015/11/6,0,20.6,4.8,11.8
2015/11/7,0,17.7,10.7,13.8
2015/11/8,2.5,16.7,13.1,15
2015/11/9,3,19.6,12,15
2015/11/10,1,14.8,9.3,12.5
2015/11/11,0,12.7,7.2,9.4
2015/11/12,0,14.8,7,10.3
2015/11/13,1,15.1,7,11.2
2015/11/14,12,14.8,10,12.3
2015/11/15,7.5,18.5,11.2,13.4
2015/11/16,0,20.7,10.8,14.3
2015/11/17,2,16.8,10.2,13.6
2015/11/18,20,15.2,9.4,12.5
2015/11/19,0.5,13.4,9.2,10.6
2015/11/20,0,12.3,7.3,9.8
2015/11/21,0,12.3,5.7,9.1
2015/11/22,0,14.9,5.7,10.3
2015/11/23,0,15.2,8.3,11.7
2015/11/24,0,17.7,5.1,9.3
2015/11/25,6,6.5,2.9,4.7
2015/11/26,5.5,13.8,4.3,8.3
2015/11/27,4,7.6,0.7,3.5
2015/11/28,0,9.7,1.2,4.2
2015/11/29,0,8.7,1.7,4.5
2015/11/30,0,13.9,-0.6,5.9
2015/12/1,0,8.7,1.6,5.4
2015/12/2,0,15.9,-0.9,8.1
2015/12/3,1.5,12.4,4.2,8.3
2015/12/4,5,4.6,1.3,3
2015/12/5,0,12.4,2,5.7
2015/12/6,0,6.7,0.1,4
2015/12/7,0,9.6,-1.2,3.3
2015/12/8,0,9.7,-2.2,3
2015/12/9,0,9.4,-2.2,2.9
2015/12/10,1,13.4,-0.7,6.5
2015/12/11,22.5,13.9,7,10.1
2015/12/12,0.5,11.6,3.4,7.3
2015/12/13,0,10.4,3,6.8
2015/12/14,0,10.2,4.9,8.1
2015/12/15,0,15.8,5.5,10
2015/12/16,3,11.4,4.4,8.4
2015/12/17,1.5,6.6,-0.2,2.7
2015/12/18,0,6.1,-1.1,1.9
2015/12/19,0.5,4.7,-1.9,1.1
2015/12/20,0,7.3,-4,1.3
2015/12/21,0.5,8.6,0.5,4.5
2015/12/22,0.5,6.2,-0.8,3.4
2015/12/23,1.5,9.9,-2.1,3.5
2015/12/24,0,11.3,3.9,6.7
2015/12/25,0,8.6,0.5,4.4
2015/12/26,0,8.7,-0.2,3.2
2015/12/27,0,3.2,-3.5,0.3
2015/12/28,0,5.3,-5.6,-0.7
2015/12/29,0.5,4.4,-3,0.2
2015/12/30,0,5.2,-4.6,-0.5
2015/12/31,0,6.6,-4.6,0.3
2016/1/1,1.5,6.2,-2.4,1.3
2016/1/2,0,9.4,-3.1,2
2016/1/3,0,12.1,-1.7,4.5
2016/1/4,0,11.6,-1.5,4.8
2016/1/5,0,9.3,0,4.5
2016/1/6,0,6.6,0.2,3.4
2016/1/7,0,3.7,-1.5,1.5
2016/1/8,0,4.7,-2.7,0.1
2016/1/9,0,5.3,-2,1
2016/1/10,0,8.1,-4.1,1.2
2016/1/11,0,3.9,-1.8,0.5
2016/1/12,0,2.5,-3.3,-0.9
2016/1/13,0,6.1,-6.2,-0.6
2016/1/14,0,6.6,-3,0.1
2016/1/15,0,4,-4.6,-0.5
2016/1/16,0,6.3,-5,-1
2016/1/17,0,3.6,-5,-0.4
2016/1/18,13.5,3,0.4,1.2
2016/1/19,0,1.7,-2.1,-0.2
2016/1/20,16.5,0.4,-4.4,-2.2
2016/1/21,0,2.2,-5.6,-1.6
2016/1/22,0,1.7,-6.6,-2.4
2016/1/23,0,3.1,-5.5,-2
2016/1/24,0.5,0.7,-7.7,-3.9
2016/1/25,0,0.5,-9,-4.4
2016/1/26,0,3.8,-10,-3.5
2016/1/27,0,6.5,-7.1,-0.9
2016/1/28,0,6.9,-5.4,0.5
2016/1/29,17,3.1,-0.6,0.6
2016/1/30,4,3.1,-2.7,0.1
2016/1/31,0,5.3,-4.2,0.1
2016/2/1,0,1.7,-3.1,-0.6
2016/2/2,0,1.9,-3.9,-1.7
2016/2/3,0,3.5,-6.7,-2.1
2016/2/4,0,6,-7.1,-0.9
2016/2/5,0,6.7,-2.5,1.1
2016/2/6,0,6.3,-1.4,1.1
2016/2/7,0,1.1,-4.8,-1.7
2016/2/8,0,4.6,-8,-1.8
2016/2/9,5.5,2.2,-4,-0.9
2016/2/10,2,2.4,-4.2,-1
2016/2/11,0,6,-5,-0.3
2016/2/12,0,11,-4.5,3.5
2016/2/13,0,15,2,8.7
2016/2/14,14,15,5.7,10.1
2016/2/15,1,6.1,-3.4,0.5
2016/2/16,0,5.9,-4.8,0.3
2016/2/17,1,2.1,-1.7,-0.2
2016/2/18,0,8.9,-4.6,1.2
2016/2/19,0,13.5,-3.6,4.3
2016/2/20,12.5,7.6,2.1,4.5
2016/2/21,0,8.3,-0.8,3.9
2016/2/22,0,7.6,-1.2,1.8
2016/2/23,0,11.1,-0.9,4.5
2016/2/24,0,3.1,-2.7,-0.1
2016/2/25,0,3.7,-4,-1.1
2016/2/26,0,5.7,-4.8,0.3
2016/2/27,0,11,-3.6,3.8
2016/2/28,0,13.5,-0.7,6.3
2016/2/29,5,10.6,-2.3,4
2016/3/1,1,1.6,-4.7,-2.2
2016/3/2,0,7.1,-5.5,-0.1
2016/3/3,0,12.2,-3.9,3.1
2016/3/4,0,14.4,-2.1,4.8
2016/3/5,0,18.5,-0.6,8
2016/3/6,0,21.1,7,14
2016/3/7,0,16.7,7.6,11.7
2016/3/8,0,18.6,5.6,10
2016/3/9,5,6.7,0.1,2.1
2016/3/10,0,5.9,-0.1,1.6
2016/3/11,0,6.5,-1,2
2016/3/12,0,6.8,-2.3,1.6
2016/3/13,0,9.4,-1.1,3.9
2016/3/14,8.5,3.8,0.3,1.4
2016/3/15,1.5,5.3,-1.2,1.7
2016/3/16,0,14.9,-3.5,5.1
2016/3/17,0,18.8,0.1,8.9
2016/3/18,0.5,20.2,3.1,11.8
2016/3/19,2.5,18.9,7.4,12
2016/3/20,0,8.6,3.4,5.6
2016/3/21,0,8.8,-0.1,3.9
2016/3/22,0,15,-2.9,5.7
2016/3/23,0,8.4,2,4.6
2016/3/24,0,7.6,0.3,2.8
2016/3/25,0.5,5.9,-0.8,1
2016/3/26,0,10.5,-2.6,3.5
2016/3/27,0,14.5,0.8,7.1
2016/3/28,0,14.4,1.6,7.3
2016/3/29,0,18.2,0.4,8.6
2016/3/30,0,20.4,3.1,11.1
2016/3/31,0,17.9,2.3,10.4
2016/4/1,0,21.4,3.5,12
2016/4/2,0,21.6,7.9,13.2
2016/4/3,0,22.1,7.1,15.2
2016/4/4,12,16,7.7,10.8
2016/4/5,0,16.3,5.4,9.5
2016/4/6,0,19.1,2.7,10.5
2016/4/7,25,14.4,9.1,11.7
2016/4/8,0,16,6.9,11.3
2016/4/9,0,22.9,3.9,12.5
2016/4/10,0,20.3,6.4,12.1
2016/4/11,1,9.6,0.7,4.2
2016/4/12,0.5,17.1,-0.8,8.1
2016/4/13,11.5,21.6,7.4,14
2016/4/14,9.5,21.9,10.6,14.4
2016/4/15,0,14.1,4.1,9.9
2016/4/16,0,23.6,1.7,13.1
2016/4/17,1.5,26.7,11,18.3
2016/4/18,0,18.5,7.2,12.3
2016/4/19,0,19,5.3,10.9
2016/4/20,0,21.7,3.9,12.8
2016/4/21,15,20.3,9.8,13.9
2016/4/22,0,18.9,10.8,14.5
2016/4/23,0,25.8,12.2,17.2
2016/4/24,0,19.1,10.8,14.3
2016/4/25,0,23,9,15.6
2016/4/26,0,24.8,9.2,16.4
2016/4/27,1.5,26.2,10.1,16.2
2016/4/28,31,16.9,10.6,13.2
2016/4/29,0,14.3,6.7,9.6
2016/4/30,0,17.4,4.4,11.1
2016/5/1,0,24,8.4,15.6
2016/5/2,0,26.4,9.9,17.4
2016/5/3,0,26.3,13.1,20.4
2016/5/4,5,25.3,12.9,18.6
2016/5/5,0,22.7,9.8,16
2016/5/6,0,21.7,8.6,15.8
2016/5/7,0,24.9,11.8,17.3
2016/5/8,0,21.3,9.7,15.3
2016/5/9,0,20.9,9.5,16.2
2016/5/10,0,23.8,15.3,19.5
2016/5/11,5.5,22.2,13.4,18.2
2016/5/12,0,23.4,10,17
2016/5/13,0,26.8,14.4,19.3
2016/5/14,0,25.8,14.2,18.8
2016/5/15,0,28.1,14,20.2
2016/5/16,0,28.1,14.3,20.6
2016/5/17,18,16.9,9,12.5
2016/5/18,0,26,6.9,15.9
2016/5/19,0,27.4,9.9,18.9
2016/5/20,0,26.2,14,19.3
2016/5/21,0,26.3,11.4,18.2
2016/5/22,0,28.1,10.5,19.3
2016/5/23,0,28.8,13.4,20.3
2016/5/24,0,30.6,13.4,22.6
2016/5/25,0,24.8,20.5,22.6
2016/5/26,0,30.9,16.4,23.3
2016/5/27,5,24,14.4,18.2
2016/5/28,0,24.2,13.9,18.5
2016/5/29,0.5,29.3,13.3,21.3
2016/5/30,0.5,22.8,14.9,17.9
2016/5/31,0,28.9,16.1,20.4
2016/6/1,0,20.2,11.6,15
2016/6/2,0,19.9,8.8,13.5
2016/6/3,0,26.1,6.3,15.9
2016/6/4,0,27.3,12.1,20
2016/6/5,0,27.5,14.1,19.9
2016/6/6,0,28,13.1,20.2
2016/6/7,0,27,18.8,21.7
2016/6/8,0,29,19.4,23.3
2016/6/9,3,24.7,16.5,20.6
2016/6/10,0,28.9,15.7,21.5
2016/6/11,19.5,31.9,17.9,22.9
2016/6/12,0,29,16.9,22.6
2016/6/13,22,21.4,15.8,18.7
2016/6/14,0,27.2,18,21.2
2016/6/15,0,29.5,18.5,22.9
2016/6/16,0.5,25.2,19,21.5
2016/6/17,0,27.7,18.5,22.3
2016/6/18,0,29.2,15.5,22.5
2016/6/19,1,29,18,22.3
2016/6/20,0,29.6,17.9,23
2016/6/21,0,28.7,18.3,21.9
2016/6/22,5.5,28.8,18.5,22.3
2016/6/23,13.5,22.8,16.1,20
2016/6/24,11.5,24.8,15.9,20.3
2016/6/25,11,26.5,18.5,21.7
2016/6/26,0,26.2,16.3,19.9
2016/6/27,0,29.3,14.8,21.7
2016/6/28,15.5,21.8,15.5,18.8
2016/6/29,0,27.7,17.5,21.9
2016/6/30,0,28.9,20.6,23.6
2016/7/1,0,31,21.1,25.3
2016/7/2,0,31.2,22.9,26.7
2016/7/3,0.5,30.1,21.9,24.7
2016/7/4,5,25.7,21,22.8
2016/7/5,1,31.1,20.2,24.1
2016/7/6,0,33.3,20.4,26
2016/7/7,0,31.2,22.1,25.5
2016/7/8,0,28.3,21.6,24.5
2016/7/9,6,24.4,20.4,22
2016/7/10,0,31.4,20.6,24.3
2016/7/11,0,30.3,19.5,23.6
2016/7/12,0,32.6,18.1,25
2016/7/13,12,26.8,21.3,23.9
2016/7/14,3,30.1,21,24.2
2016/7/15,8,28.5,20,22.8
2016/7/16,0.5,29.7,20.5,24.5
2016/7/17,1,31.5,22.3,25.2
2016/7/18,0,29.2,21.7,24.4
2016/7/19,0,30.1,20,24.3
2016/7/20,0,30.5,19.7,23.4
2016/7/21,0,30.4,20.4,23.4
2016/7/22,0,30.8,19.9,24.2
2016/7/23,0,31.8,20.8,24.7
2016/7/24,0,32.2,20.3,25.2
2016/7/25,0,29.4,21.5,24.7
2016/7/26,34.5,24.3,20.2,22.2
2016/7/27,7.5,31.8,20,25.1
2016/7/28,0,33.1,24.1,27.1
2016/7/29,0,33.9,24.6,27.7
2016/7/30,0,32.5,24.2,27.2
2016/7/31,0,32.7,23.3,27
2016/8/1,0,32.6,22.4,26.6
2016/8/2,3.5,29.7,22,24.8
2016/8/3,0.5,30.7,21.3,25.1
2016/8/4,0,33.2,22.3,26.3
2016/8/5,0,33.8,22,27.2
2016/8/6,0,34.9,23,28.4
2016/8/7,0,36,24.4,29.3
2016/8/8,0,33.9,22.7,27.3
2016/8/9,0,30.7,22.4,26
2016/8/10,0,30.7,21.3,24.8
2016/8/11,0,31.7,21.5,25.4
2016/8/12,0,34.7,20.6,26.6
2016/8/13,0,33.4,22.6,27.2
2016/8/14,0,33.9,22.6,27
2016/8/15,0,30.7,23.4,26.2
2016/8/16,0,34.4,23.7,27.6
2016/8/17,0,29.4,22,25
2016/8/18,3.5,32.2,22.4,25.3
2016/8/19,0,32.5,22.6,26.8
2016/8/20,0,33.3,23.5,27
2016/8/21,14.5,36.1,21.5,27.2
2016/8/22,0,32.1,21.3,25.7
2016/8/23,1,29.7,20.3,23.8
2016/8/24,1,32.7,22.1,25.7
2016/8/25,12,35.4,22.4,27.6
2016/8/26,10,34.3,21.9,26.2
2016/8/27,16,22.5,18.1,20
2016/8/28,0,29.6,18.1,23.4
2016/8/29,2,30.4,23.4,25.8
2016/8/30,12.5,23.4,18.2,20.4
2016/8/31,0,31.4,15.9,23.9
2016/9/1,0,30.9,17,23.4
2016/9/2,0,32.4,18.7,25.5
2016/9/3,0,31.8,23.1,26.8
2016/9/4,0,33.5,24.6,27.7
2016/9/5,0,32.9,23.8,27
2016/9/6,0,33.3,22.8,26.3
2016/9/7,0,32.4,22.3,25.6
2016/9/8,21,30.2,21.5,24.2
2016/9/9,0,27.1,19.8,22.6
2016/9/10,0,27.9,18.5,22.3
2016/9/11,0,27.2,19,22.3
2016/9/12,0.5,29.8,19.3,23.4
2016/9/13,22,26.6,19.9,22.3
2016/9/14,0.5,27.7,20.1,22.4
2016/9/15,0,26.1,19.5,21.9
2016/9/16,0,25.7,19,22.1
2016/9/17,4,25.6,19,21.1
2016/9/18,54.5,22,18.4,19.3
2016/9/19,28,20.4,16.5,18.4
2016/9/20,70,18.4,15.6,16.4
2016/9/21,0,23.2,16.4,19.3
2016/9/22,12,19.7,17.8,18.7
2016/9/23,4,20.3,17.1,18.5
2016/9/24,0,22.9,16.8,19.6
2016/9/25,0,28.5,15.5,21.5
2016/9/26,3.5,23.7,19.9,21.4
2016/9/27,0,30.7,19.6,24
2016/9/28,17.5,23,20.2,21.4
2016/9/29,5,20.4,14.1,18.5
2016/9/30,1.5,25.7,12.4,18
2016/10/1,11,21.5,15,18.3
2016/10/2,0.5,28,18.5,22.4
2016/10/3,0,25.7,18.5,22.5
2016/10/4,0,25.4,16.2,19.6
2016/10/5,0,28.5,15.5,21.9
2016/10/6,0,28.4,15.1,19.7
2016/10/7,0,22.1,11.9,17.1
2016/10/8,0,24.9,15.9,20.7
2016/10/9,13.5,20.5,11.9,15.9
2016/10/10,0,17.9,11,13.5
2016/10/11,0,17.3,10.3,13.6
2016/10/12,0,20.2,8,12.7
2016/10/13,0,16.9,9,12.1
2016/10/14,0,19.9,7.1,12.1
2016/10/15,0,21.1,5.4,12.7
2016/10/16,0.5,23.1,7.6,15.5
2016/10/17,8,22,13.5,17.1
2016/10/18,0,24.5,15,19.1
2016/10/19,0,25,16.1,19.1
2016/10/20,0,22.3,12.4,16.7
2016/10/21,0,17.1,8.5,12
2016/10/22,0,17.4,7.2,12.3
2016/10/23,0,16.9,9.6,12.5
2016/10/24,0,14.9,5,9.4
2016/10/25,1,15.4,2.5,10.4
2016/10/26,1.5,22.6,8.9,15
2016/10/27,0,15.8,5.4,11.8
2016/10/28,11.5,11.3,4.8,8.6
2016/10/29,0,14.1,6.3,10.3
2016/10/30,0,14.7,5.1,8.9
2016/10/31,0,16.2,3.2,10
2016/11/1,0,17.8,4.5,9.4
2016/11/2,0,14.3,4.5,8.9
2016/11/3,0,14,4.3,8.6
2016/11/4,0,13.9,4.1,8.2
2016/11/5,0,18.1,1.5,8.8
2016/11/6,0,10.2,4.1,7.3
2016/11/7,0,13.4,1.1,7.3
2016/11/8,5,16.6,3.2,8.7
2016/11/9,0.5,5.7,2.3,3.8
2016/11/10,0,8.2,0.5,4.9
2016/11/11,8,13,4.4,8.9
2016/11/12,0,15.8,5.8,10.2
2016/11/13,0,18.5,3.3,10
2016/11/14,8,16.9,5.9,10.9
2016/11/15,1,16.3,5.8,11.1
2016/11/16,0,9.5,2.2,5.8
2016/11/17,0,11.6,-0.1,4.8
2016/11/18,0,15.8,-0.5,6.8
2016/11/19,9.5,12.9,6.3,9.4
2016/11/20,0,14.2,7.7,10.6
2016/11/21,0,14.2,7.3,11.1
2016/11/22,0,14.3,7.8,10.8
2016/11/23,0,7.8,1.4,3.5
2016/11/24,5,2,-1.7,0.3
2016/11/25,0,6.6,-2.5,2
2016/11/26,0,10.4,0.5,5.8
2016/11/27,13.5,8.7,4.9,6.8
2016/11/28,0,7.4,2.6,5.3
2016/11/29,0,7.9,2.2,3.9
2016/11/30,0,8.8,-0.7,5.2
2016/12/1,1,14.6,3.8,8.3
2016/12/2,0,10.3,1.4,5.7
2016/12/3,0,12.1,-0.9,4.7
2016/12/4,0,11.5,0.2,6.1
2016/12/5,0.5,15.2,5.5,9.1
2016/12/6,3.5,6.9,0.7,3.8
2016/12/7,0,8.4,0.3,3.3
2016/12/8,0,8.4,0.2,3.5
2016/12/9,0.5,10.9,-0.8,4.4
2016/12/10,0,4.6,-1.1,1.7
2016/12/11,2.5,1.3,-2.1,-0.5
2016/12/12,0,5.2,-3.5,0.1
2016/12/13,8.5,8.7,-1.6,3.6
2016/12/14,11,6.7,-1.7,3.3
2016/12/15,0,5.2,-3.4,-0.2
2016/12/16,0,3.1,-3.3,-0.9
2016/12/17,0,5.1,-4.4,0
2016/12/18,0,8.8,-3.4,1.8
2016/12/19,0,9.9,-1.9,3
2016/12/20,0,10.9,-1.5,3.5
2016/12/21,0,9.7,-2,4.1
2016/12/22,10,17.8,4.5,13
2016/12/23,2,12.9,2.7,7.7
2016/12/24,6,3.3,-1.2,1.1
2016/12/25,0,5.1,-2.8,0.4
2016/12/26,0,8.2,-2,3
2016/12/27,14.5,7.2,-0.1,3.8
2016/12/28,5.5,1.1,-3.4,-1
2016/12/29,0.5,4.3,-5.9,-1
2016/12/30,0,2.8,-4.2,-0.8
2016/12/31,0,5.9,-6.2,-0.7
2017/1/1,0,8.2,-2.3,1.7
2017/1/2,0,8.8,-2.1,1.9
2017/1/3,0,6,-1.5,2.4
2017/1/4,0,8.1,-2.7,1.7
2017/1/5,0.5,3.6,-2.6,0.2
2017/1/6,0,2.6,-2.8,-0.3
2017/1/7,0,5.6,-5.8,-0.7
2017/1/8,4.5,5.9,-4.5,0.3
2017/1/9,1,8.6,0.7,3.2
2017/1/10,0,10.2,0.5,3.9
2017/1/11,0,5.2,-2.2,0.5
2017/1/12,1,5.1,-3.4,-0.1
2017/1/13,7.5,2.7,-2.1,0.2
2017/1/14,7.5,-2,-6.6,-3.9
2017/1/15,11,-3.4,-6.7,-4.8
2017/1/16,16,1.5,-5,-2.4
2017/1/17,15.5,1.1,-2,-0.4
2017/1/18,0,2.7,-4.3,-1.2
2017/1/19,0,2,-3.8,-0.7
2017/1/20,0,4.2,-7.5,-1.8
2017/1/21,18.5,1,-3.9,-0.9
2017/1/22,0,2.8,-7,-1.3
2017/1/23,0,-0.2,-6,-3.2
2017/1/24,0,-2.1,-7.7,-4.6
2017/1/25,0,1.1,-9.6,-4.5
2017/1/26,0,1.7,-9.6,-4
2017/1/27,0,9.3,-6.2,0.6
2017/1/28,0,5.4,-2.2,1.1
2017/1/29,1.5,6.5,-3.6,1.6
2017/1/30,3.5,6.5,-0.7,2.5
2017/1/31,0,1.5,-4.4,-1.6
2017/2/1,0,4.3,-7.2,-1.8
2017/2/2,0,2.9,-4.9,-1.4
2017/2/3,0,6.1,-2.5,1.7
2017/2/4,0,7.1,-4.6,0.8
2017/2/5,1,2.5,-4.6,-0.6
2017/2/6,9,2.9,-1.3,0.9
2017/2/7,0.5,2.9,-4.6,-1.3
2017/2/8,0,3.7,-4.5,-0.8
2017/2/9,0,2.6,-2.7,0.3
2017/2/10,5,1.4,-5,-1.3
2017/2/11,1,0,-5.5,-3.3
2017/2/12,4.5,2.8,-4,-1.6
2017/2/13,0,3.4,-5.8,-1.5
2017/2/14,0,3.3,-6.2,-1.7
2017/2/15,0,5.6,-6.1,-0.7
2017/2/16,0,11.2,-5.4,2
2017/2/17,1.5,11,-2.7,3.1
2017/2/18,0.5,4.6,-2.5,0.5
2017/2/19,0,4,-4,-0.4
2017/2/20,9,5.6,-1.9,1.3
2017/2/21,9.5,2.5,-4.1,-1.4
2017/2/22,0,6,-6.6,0.2
2017/2/23,8,12.3,0.6,5.9
2017/2/24,0,3.7,-3.1,0
2017/2/25,0,7.8,-4.8,0.6
2017/2/26,0,9.1,-2.4,2.2
2017/2/27,0,5.6,-1,1.1
2017/2/28,0,9.9,-0.7,2.7
2017/3/1,0,11.1,-3.1,3.5
2017/3/2,4,8.6,0.1,3.9
2017/3/3,2,7.3,-0.4,3
2017/3/4,0,12.3,-3.4,3.6
2017/3/5,0,11.5,-1.1,4.7
2017/3/6,0,12.8,-0.3,4.6
2017/3/7,0,4.9,-2.4,0
2017/3/8,0,6.2,-2.7,0.7
2017/3/9,0,8.6,-2.1,2.8
2017/3/10,0,6.7,0,2.1
2017/3/11,0,6.4,-1.6,1.8
2017/3/12,0,11.1,-3.7,2.4
2017/3/13,0,14.7,-0.2,6.4
2017/3/14,0,6.3,0.2,4.1
2017/3/15,0,9.6,-0.4,3.5
2017/3/16,0,7.7,-0.2,2.8
2017/3/17,0,9.1,-1.9,3.1
2017/3/18,0,10.8,-0.8,4.8
2017/3/19,0,12.1,0.1,5.5
2017/3/20,0,13.4,-0.3,6.7
2017/3/21,8.5,8.5,3,5.1
2017/3/22,0,8.9,0.5,3.5
2017/3/23,0,8.6,-0.2,3.2
2017/3/24,0.5,5.8,-0.5,1.3
2017/3/25,0.5,9.2,-1.9,2.8
2017/3/26,3,7.3,0,3.3
2017/3/27,3,8.4,1.2,3.3
2017/3/28,0,9.9,-0.2,3.8
2017/3/29,0,12,0.7,5.6
2017/3/30,0,16.7,0,7.7
2017/3/31,0,6.9,2.4,4.5
2017/4/1,0,7.8,1.5,4
2017/4/2,0,10.9,-0.6,4.5
2017/4/3,1,14.9,-2.1,4.5
2017/4/4,0,14.9,0.6,7
2017/4/5,0,20.7,2,11.3
2017/4/6,0,18.3,7.3,14.5
2017/4/7,7.5,21.7,11.2,15.1
2017/4/8,0,22.8,11.5,15.9
2017/4/9,5.5,14.6,4.1,9.7
2017/4/10,0,16.6,1,8.5
2017/4/11,7.5,8.3,4.7,6.9
2017/4/12,0,11.6,2.9,6.5
2017/4/13,0,12.7,-0.5,5.8
2017/4/14,0,22.2,0.3,11.2
2017/4/15,0,18.9,7.5,13.5
2017/4/16,0,23.9,5.9,15.1
2017/4/17,3,23.6,8,14.7
2017/4/18,7.5,21,8.1,14.5
2017/4/19,1,16.2,6.3,9.7
2017/4/20,0,16.3,3.9,10.7
2017/4/21,0,19.7,9.4,13.1
2017/4/22,0,13,3.6,8.6
2017/4/23,0,14.4,1,7.5
2017/4/24,0,22.8,2.9,13.4
2017/4/25,0,23.8,11.3,16.4
2017/4/26,10.5,18.5,9.3,13.5
2017/4/27,1.5,15,5.7,10.2
2017/4/28,0,18.4,3,10.7
2017/4/29,0.5,20.7,5.3,11.4
2017/4/30,0,27.5,5.3,16.4
2017/5/1,5.5,16.2,5.7,11.7
2017/5/2,0,19.6,3.3,11.6
2017/5/3,0,23.8,6.2,14.9
2017/5/4,0,27.3,9.2,18.3
2017/5/5,0,26.8,12.1,18.4
2017/5/6,1.5,21.2,11.7,15
2017/5/7,0,20.7,8.9,14.6
2017/5/8,0,26.8,5.5,14.9
2017/5/9,0,21.5,8.8,15.4
2017/5/10,0,20.3,14.1,16.8
2017/5/11,2,22.9,12.6,16.5
2017/5/12,0.5,25.7,10.7,18.4
2017/5/13,12,19.5,14.1,15.7
2017/5/14,0,25.8,13.7,18.8
2017/5/15,0,24.6,13,17.1
2017/5/16,0,19.7,10,14.5
2017/5/17,3,21,11.2,14.7
2017/5/18,0,21.6,11.4,15.4
2017/5/19,0,27.6,10.2,18.3
2017/5/20,0,29.3,11,20.4
2017/5/21,0,31.7,13.8,22
2017/5/22,0,29.4,15.6,22.3
2017/5/23,0,29.9,15.9,21.6
2017/5/24,0.5,21.4,17,18.9
2017/5/25,13.5,21.2,15.8,17.7
2017/5/26,3.5,21.6,13.6,17.5
2017/5/27,0,22.1,12.4,16.3
2017/5/28,0,21.9,11.9,16.5
2017/5/29,0,29.1,9.5,19.3
2017/5/30,0,31.2,13.6,22.3
2017/5/31,17,30.3,17,22.4
2017/6/1,1.5,24.4,16.5,19.3
2017/6/2,7,20.3,10.6,15.9
2017/6/3,0,19,8.4,13.5
2017/6/4,0,19.6,8.7,13.5
2017/6/5,0,21.6,7.4,14.2
2017/6/6,0,26.7,10.5,18.1
2017/6/7,3,21.3,15.7,18.3
2017/6/8,2.5,24.1,15.8,19.2
2017/6/9,0,27.7,13.3,19.7
2017/6/10,2,27,9.5,16.5
2017/6/11,0,21.6,7.9,14.2
2017/6/12,0,20,8.6,13.9
2017/6/13,1,22.5,10,15.1
2017/6/14,0,24.9,13.6,17.1
2017/6/15,0,28.2,12,19.1
2017/6/16,0,23.2,13.3,17.4
2017/6/17,0,26.6,13.2,19.4
2017/6/18,0,22.1,16.9,19.6
2017/6/19,0,26.9,15,20.2
