年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2016/2/29,14.5,8,0.9,4.5
2016/3/1,1,1.5,-2.2,-0.5
2016/3/2,0.5,4.2,-1.9,0.8
2016/3/3,13.5,6.6,-1.3,2.8
2016/3/4,0,6.7,-0.7,2.8
2016/3/5,0,11.7,-1.5,5.1
2016/3/6,16.5,12.8,5.9,9.1
2016/3/7,10,11.8,4.5,7.6
2016/3/8,1,11.3,3.7,6.8
2016/3/9,0,5,0.8,3.1
2016/3/10,0.5,4.7,-1.3,0.8
2016/3/11,0.5,4.9,-1.3,1.5
2016/3/12,0,5.3,-0.9,1.6
2016/3/13,0,8.1,-3.1,2.9
2016/3/14,0,10.1,2.6,5.5
2016/3/15,0.5,6.7,1.6,4.6
2016/3/16,1,10.6,5.2,8.6
2016/3/17,0,13.6,4.9,9.9
2016/3/18,0.5,18.9,3.2,11.4
2016/3/19,12,11.5,6.3,8.9
2016/3/20,1,8.2,3.3,5.9
2016/3/21,2,8.1,1.5,4.6
2016/3/22,11.5,9.6,2.3,6.5
2016/3/23,0,7.6,0.9,4.5
2016/3/24,2.5,6.5,0,2.1
2016/3/25,10,5.6,-0.5,2.4
2016/3/26,1,8.8,0.8,4
2016/3/27,0,11.1,-0.2,5.1
2016/3/28,0,12,0,6.4
2016/3/29,0,12.9,1.2,7.6
2016/3/30,7.5,14.5,3.5,7.8
2016/3/31,3,11.7,2.7,8
2016/4/1,0,18,1.5,9.8
2016/4/2,0,15.5,6.5,10.3
2016/4/3,12,11.3,6.7,9.3
2016/4/4,23.5,9.6,1.8,5.7
2016/4/5,0,12.2,-0.1,7.4
2016/4/6,0,13.1,4.5,9
2016/4/7,21,13.3,3.8,8.7
2016/4/8,0.5,12.9,6.2,10
2016/4/9,0,15.2,6.1,10.7
2016/4/10,0,14.4,4.5,7.8
2016/4/11,7,7.2,0.8,3.2
2016/4/12,0,10.2,1.2,6.3
2016/4/13,21,17.2,5.2,10.9
2016/4/14,6.5,18.5,10.7,13.6
2016/4/15,1.5,10.7,6.7,7.9
2016/4/16,0,16.2,2.5,10.1
2016/4/17,14,18.6,9.5,13.1
2016/4/18,0,12.9,10.3,11.8
2016/4/19,0,12.5,7.8,9.3
2016/4/20,0,13.9,8.8,11.1
2016/4/21,0,18.8,8.8,14.5
2016/4/22,0,20.1,12.5,15.4
2016/4/23,0,20.6,10.1,13.5
2016/4/24,0,15.9,7.6,11.6
2016/4/25,0,17.7,5,11.6
2016/4/26,0,18.6,5.7,12
2016/4/27,0,18.1,4.7,12
2016/4/28,29,13.7,9.3,11.5
2016/4/29,13,11.3,5.2,8.3
2016/4/30,0,11.8,6.8,9.1
2016/5/1,10,12.8,7,9.3
2016/5/2,0,18.3,6.6,13.4
2016/5/3,0,30.6,11.8,21.1
2016/5/4,6.5,21.4,11.6,16
2016/5/5,0,15.8,12.5,13.9
2016/5/6,0,22.3,11.2,17.3
2016/5/7,20,17.9,12.7,14.1
2016/5/8,0,16.9,9.5,13.5
2016/5/9,0,23.3,6.4,15.2
2016/5/10,11,22,13.9,17
2016/5/11,32.5,16.5,11.7,14.2
2016/5/12,0.5,14.7,10.7,12.2
2016/5/13,0,24.4,9.6,16.2
2016/5/14,0,21.9,12.9,16.7
2016/5/15,0,26.3,13.7,19.9
2016/5/16,2.5,27.4,13.6,20.2
2016/5/17,8.5,17.9,12.2,14.4
2016/5/18,0,19.3,11.5,15.1
2016/5/19,0,27,10.8,19.1
2016/5/20,0,27.5,14.4,20.8
2016/5/21,0,24.3,15,19.3
2016/5/22,0,24.4,13.9,19
2016/5/23,0,21.7,11.3,17
2016/5/24,0,28.5,13.2,21.1
2016/5/25,3,22.6,16.7,18.3
2016/5/26,36,23.2,17.3,19.7
2016/5/27,0.5,21.1,13.4,18
2016/5/28,0,22.8,11.5,17
2016/5/29,0,24.6,12.1,19.3
2016/5/30,0,28.5,18.2,22.4
2016/5/31,15,23.1,14.9,18.3
2016/6/1,7,17,11.7,13.5
2016/6/2,1,15.9,11.1,13.2
2016/6/3,0,19.4,8.8,14.5
2016/6/4,3.5,23.3,10.7,17.6
2016/6/5,0,19.2,11.6,15.7
2016/6/6,0,23.6,11.4,17.5
2016/6/7,0,26.6,15.5,20.8
2016/6/8,5,23.6,17,20.2
2016/6/9,27,21.7,17.3,19.2
2016/6/10,0,21.5,15.4,18.3
2016/6/11,0,29.6,13.7,22
2016/6/12,0,29.6,18.5,24.4
2016/6/13,2.5,23.8,18.7,20.8
2016/6/14,0,23.2,18.7,21
2016/6/15,2,28.1,18.1,22.1
2016/6/16,17.5,22.4,16.9,20.1
2016/6/17,8.5,22.6,18.7,20.1
2016/6/18,1,21.1,17,18.5
2016/6/19,2.5,31,15.5,22.9
2016/6/20,5.5,24,19.3,20.7
2016/6/21,0,27.2,17.9,21.7
2016/6/22,0,23.8,19.4,21.1
2016/6/23,9.5,23.6,18.4,20
2016/6/24,1,26.2,18.1,21.1
2016/6/25,17,24,19,21.6
2016/6/26,2,20.2,14.7,17.2
2016/6/27,0,23.2,14,18.9
2016/6/28,1,26.1,17.5,20.7
2016/6/29,0,27.6,16.1,22.2
2016/6/30,0,26.6,19.7,22
2016/7/1,3,26.1,20.9,23.3
2016/7/2,11,26.7,20.3,23.2
2016/7/3,0,24.1,19.8,21.3
2016/7/4,0,24.6,18.5,20.8
2016/7/5,0,27.4,17,22.1
2016/7/6,35,22.6,18,19.9
2016/7/7,0,21.6,18.7,19.9
2016/7/8,0,24.9,17.9,21.5
2016/7/9,5,23.9,21.2,22.4
2016/7/10,0,23.9,20.6,21.8
2016/7/11,0,24.5,17.9,20.8
2016/7/12,0,26.8,16.4,21.7
2016/7/13,0,30.5,18.2,24.2
2016/7/14,22.5,24.5,22.2,23.1
2016/7/15,0.5,29.1,21.4,24.7
2016/7/16,0,27.6,21.8,24.3
2016/7/17,17,24.3,21.5,22.9
2016/7/18,0,25.1,21.2,22.5
2016/7/19,0,25.4,20.6,22.2
2016/7/20,0,25.5,19.4,22.1
2016/7/21,0,26.8,18.5,22.6
2016/7/22,0,29.5,18.1,23.9
2016/7/23,0,30.2,18.4,24.1
2016/7/24,0,30.7,19.7,25.3
2016/7/25,0,32.2,20.2,25.9
2016/7/26,0,31.1,23,26.4
2016/7/27,6.5,26.5,23.5,24.8
2016/7/28,1.5,28.7,23,25.7
2016/7/29,0,33.4,23.6,27.8
2016/7/30,0,32.2,24.4,27.7
2016/7/31,0,33.8,24.5,28.3
2016/8/1,0,33.9,24.1,28.6
2016/8/2,0,30.4,24.4,26.9
2016/8/3,0,30.4,23.8,26.4
2016/8/4,0,29.7,22.1,25.7
2016/8/5,0,30.1,22.6,26.3
2016/8/6,0,31.3,23.6,27.5
2016/8/7,0,37.6,24.6,30.7
2016/8/8,0,36.1,24.8,29.7
2016/8/9,0,31.4,24.3,27
2016/8/10,0,27.7,20.8,24.2
2016/8/11,0,29.2,18.9,24.2
2016/8/12,0,32.2,20.1,25.9
2016/8/13,0,33.5,21.1,26.8
2016/8/14,0,32.6,21.1,26.5
2016/8/15,1,30.3,21.5,25.1
2016/8/16,0,32.6,22.7,27.7
2016/8/17,88.5,28,22.4,24.6
2016/8/18,0,31.2,22.5,26.2
2016/8/19,0,33.3,23.4,28.2
2016/8/20,0,34.4,24.9,29.4
2016/8/21,0,31.1,24,27.5
2016/8/22,72,33,23.1,26.4
2016/8/23,5,29.5,22.1,25.3
2016/8/24,0,31.8,19.6,25.3
2016/8/25,0,31.7,23.2,27.4
2016/8/26,82.5,26.1,19.2,22.7
2016/8/27,0,26.8,17.1,21.6
2016/8/28,0,30.8,16.9,24.3
2016/8/29,0,33.4,24.4,28.8
2016/8/30,12,33,21.4,26.2
2016/8/31,0,31.2,20.5,25.5
2016/9/1,0,29.8,21.6,25.4
2016/9/2,0,32.5,21.3,26.8
2016/9/3,0,32.1,23.9,27.5
2016/9/4,0,34.1,21.9,28.1
2016/9/5,0,33.9,24.8,28.6
2016/9/6,0,28.8,22.4,25.5
2016/9/7,0,27.8,21.8,24
2016/9/8,14,27.7,19.8,22.5
2016/9/9,12,26.8,20.8,23.6
2016/9/10,6.5,25.5,19.9,22.5
2016/9/11,0,27.4,18,21.9
2016/9/12,0,25.6,19,22.1
2016/9/13,6,24.1,18.8,20.8
2016/9/14,6,26.7,19.4,22.6
2016/9/15,0,27.4,19.5,22.8
2016/9/16,0,27.2,18,21.8
2016/9/17,1,26.7,17,21.1
2016/9/18,0,24.7,18.7,20.8
2016/9/19,0,22.6,15.7,19
2016/9/20,0,20.2,15.3,17.5
2016/9/21,0,25.9,12.1,18.9
2016/9/22,20,23.7,16.8,19.7
2016/9/23,18,22.3,17,19.2
2016/9/24,0,25.7,17.4,21
2016/9/25,0,25.9,18.6,21.9
2016/9/26,0,28.1,18.8,22.4
2016/9/27,10.5,25.4,20.2,22.4
2016/9/28,1.5,25.3,20.5,22.6
2016/9/29,4.5,21.3,14.2,18.5
2016/9/30,0,21.4,11.3,16.3
2016/10/1,0,23.6,13.5,18.2
2016/10/2,0,23.5,14.1,18.6
2016/10/3,28,24.2,15.3,20.2
2016/10/4,0.5,23.1,12.7,19
2016/10/5,18.5,20.2,10.8,16.3
2016/10/6,1.5,20.9,16.2,18.1
2016/10/7,0,18.1,10.5,14.7
2016/10/8,68,22,10.3,15.1
2016/10/9,5.5,19.9,12.6,16
2016/10/10,0.5,17.2,9.3,13.6
2016/10/11,9.5,18,7.5,13
2016/10/12,3.5,14,7.7,11.1
2016/10/13,4.5,17.8,7,11.8
2016/10/14,7.5,18.7,7.9,12.4
2016/10/15,0,20.5,9.2,13.7
2016/10/16,0,22,8.4,15
2016/10/17,7,20.3,14.2,17.1
2016/10/18,2.5,21.4,11.9,17.3
2016/10/19,0,20.3,8,13.5
2016/10/20,4,19.6,8.5,11.5
2016/10/21,0,13.4,6,10.3
2016/10/22,0,15.2,4.8,10.4
2016/10/23,0.5,14.3,7.2,10.8
2016/10/24,0,15.1,7.2,12.4
2016/10/25,19,16.4,6.4,12.2
2016/10/26,0.5,19.2,12.9,16.6
2016/10/27,0,14,9.4,11.6
2016/10/28,0,14,9.4,11.5
2016/10/29,4.5,10.8,7.8,9
2016/10/30,0,12.1,4.9,8.6
2016/10/31,10.5,16.5,3.6,8.5
2016/11/1,5.5,8.8,3.2,6.2
2016/11/2,0,10.6,1.3,5.3
2016/11/3,16.5,11.7,3.4,8.1
2016/11/4,2,11.4,6.2,8.7
2016/11/5,26.5,18,6.5,13.1
2016/11/6,0,11,5.6,7.1
2016/11/7,0,11,3.5,6.8
2016/11/8,10.5,13.1,5,8.4
2016/11/9,17.5,8.6,1.4,4
2016/11/10,0,7.3,1.7,4.6
2016/11/11,5.5,14.4,0.1,6.4
2016/11/12,0,15,6.7,12.1
2016/11/13,2,16.7,5,9.4
2016/11/14,0,17.6,2.7,10.3
2016/11/15,18,15.7,6.3,11.2
2016/11/16,5,8.7,3.7,6.5
2016/11/17,4,8.5,2,5
2016/11/18,0,12.9,3.2,6.9
2016/11/19,0.5,12.5,3.5,7.9
2016/11/20,0.5,14.7,5.7,9.8
2016/11/21,0,9.6,1.1,6.2
2016/11/22,5,13.1,0.7,7.1
2016/11/23,2,4.3,-0.7,1.4
2016/11/24,0.5,3.1,-1.4,0.5
2016/11/25,5,1.6,-1,0.5
2016/11/26,0,6.4,-2,2.3
2016/11/27,20.5,9.3,5.2,7
2016/11/28,10.5,9,2.8,5.3
2016/11/29,3.5,6.3,1.2,3.3
2016/11/30,0,5.4,1.1,3.3
2016/12/1,11,12.3,4.6,8.3
2016/12/2,6.5,10.4,3.4,6.5
2016/12/3,0,10.1,2.8,6.1
2016/12/4,0,15.4,2.1,8.4
2016/12/5,11,13.8,6.5,9.7
2016/12/6,8,12,-1,4.7
2016/12/7,2,3.4,-0.5,1.1
2016/12/8,1.5,6.2,-0.6,2
2016/12/9,29,7.2,0.6,3.4
2016/12/10,2,3.9,-1.1,0.9
2016/12/11,2,1.2,-1.9,-0.4
2016/12/12,0,5.2,-1,1.6
2016/12/13,13.5,4.2,1.5,2.9
2016/12/14,1,4.3,1.6,3
2016/12/15,11.5,4.4,-1.7,0.9
2016/12/16,8.5,1.4,-2.3,-0.5
2016/12/17,0.5,6,-0.5,2.9
2016/12/18,2,11.4,5.7,8.9
2016/12/19,0,10.7,3.6,7
2016/12/20,0.5,9.5,-0.1,4.7
2016/12/21,0,10.6,0.3,3.9
2016/12/22,17,9.5,0.9,5.9
2016/12/23,3.5,13.2,2,7.7
2016/12/24,0.5,3.2,0.9,2.2
2016/12/25,3.5,5.1,-0.7,1.4
2016/12/26,0.5,7.5,-1.4,3.1
2016/12/27,12.5,6.3,0.1,2.6
2016/12/28,1,2.5,-2.3,0
2016/12/29,8.5,5.6,-1.6,1.1
2016/12/30,1.5,4,-1.9,0.8
2016/12/31,8,7.1,-0.5,3.2
2017/1/1,0.5,6.7,-1.1,3.1
2017/1/2,7,5.5,1.2,3.4
2017/1/3,5.5,5.3,1,3
2017/1/4,7,3.6,0.4,1.2
2017/1/5,11.5,2,-2.4,-0.4
2017/1/6,0,2.2,-2.3,0
2017/1/7,0.5,7.4,-0.2,3
2017/1/8,0,6,-2.6,2.5
2017/1/9,4,5.9,2,4
2017/1/10,5,4.9,-2.2,1.3
2017/1/11,3.5,0.4,-3.6,-2.2
2017/1/12,2.5,-0.3,-3.3,-1.9
2017/1/13,0.5,0.3,-3.9,-1.9
2017/1/14,5,-2.4,-6.5,-4.6
2017/1/15,10.5,-2.4,-8.4,-5
2017/1/16,3.5,4.2,-4.6,0.7
2017/1/17,1.5,3.1,-3.3,-0.5
2017/1/18,3.5,4.2,-2.1,1.2
2017/1/19,9,5.4,-0.8,1.6
2017/1/20,0,4,-2.7,0.6
2017/1/21,0,3.9,-0.8,1.1
2017/1/22,11.5,4.3,-1.4,0.7
2017/1/23,21,2.2,-2.8,-0.9
2017/1/24,1,-0.4,-4.1,-2.5
2017/1/25,1,3,-3.2,-0.4
2017/1/26,0,5.9,1.3,3.3
2017/1/27,2.5,8.7,0.2,3
2017/1/28,0,4.4,-0.6,2.2
2017/1/29,4,5.3,-1.9,2.2
2017/1/30,11.5,2.7,-1.4,1.3
2017/1/31,1,2.7,-2.5,-0.1
2017/2/1,8,5,-4,0.7
2017/2/2,4,0,-5.7,-2.5
2017/2/3,0,3.9,-2.2,1.1
2017/2/4,0,6.7,-0.4,4.2
2017/2/5,1,6.6,-2.3,2.4
2017/2/6,13.5,8.5,0.8,3.6
2017/2/7,10.5,3.2,-2.8,-0.2
2017/2/8,1,2.2,-2.5,-0.1
2017/2/9,1,3.3,-1.3,1.1
2017/2/10,12.5,3.7,-1.3,0.6
2017/2/11,30.5,1.1,-1.7,-0.4
2017/2/12,9.5,3.1,0.1,1.9
2017/2/13,4.5,3.1,0.6,1.6
2017/2/14,4,3.9,-0.2,1.1
2017/2/15,1.5,4.6,-0.2,2.8
2017/2/16,2.5,8.9,0.4,4.3
2017/2/17,26.5,10.3,1.6,5.9
2017/2/18,1.5,2,-2.2,-0.7
2017/2/19,1,1,-3.6,-1.2
2017/2/20,32.5,6.3,-2.3,1.3
2017/2/21,1.5,1.7,-2.2,-0.8
2017/2/22,0.5,2.1,-1.3,0.7
2017/2/23,12,6,0.8,2.7
2017/2/24,2.5,3.1,-1.1,0.9
2017/2/25,5,6.2,-1.5,2.7
2017/2/26,0,5.4,-0.3,2.6
2017/2/27,0,3,-2.9,-0.2
2017/2/28,0,5.4,-5.6,-0.6
2017/3/1,0,6.9,-3.1,1.9
2017/3/2,0,10.7,0.6,5.4
2017/3/3,1,6.4,1.9,3.2
2017/3/4,6.5,6.7,0.4,2.6
2017/3/5,0,6.4,-1.6,2.5
2017/3/6,2.5,8.2,1.2,3.5
2017/3/7,2.5,3.2,-1.4,0.9
2017/3/8,6.5,3.3,-2,0.8
2017/3/9,0,7,1.3,3.8
2017/3/10,1.5,5.6,-0.4,2.2
2017/3/11,0,5.3,-2.8,1.3
2017/3/12,0,8.4,-0.2,3.3
2017/3/13,0,10,-1.6,4
2017/3/14,8.5,5.3,2.1,3.9
2017/3/15,1.5,7.4,0.6,3
2017/3/16,1,8.5,-0.6,3.6
2017/3/17,0.5,8.8,0.7,4.2
2017/3/18,0.5,10.2,-0.5,4.7
2017/3/19,0,8.8,-1.7,4.5
2017/3/20,0,11.3,0.1,6.2
2017/3/21,6,11,1.7,5.8
2017/3/22,0,9.7,2.9,6.2
2017/3/23,0.5,7,1.2,4.2
2017/3/24,4,6.8,0.2,2.1
2017/3/25,2,8.2,0.1,3.1
2017/3/26,0,11.5,-1.1,4.9
2017/3/27,0,8.2,2.3,4.8
2017/3/28,0,9.3,-0.4,4.2
2017/3/29,0,11.6,1.2,6.9
2017/3/30,2.5,13,3.8,8
2017/3/31,1.5,9,1,5.9
2017/4/1,0,9.5,0.4,4.9
2017/4/2,1,10,1,5.5
2017/4/3,0.5,11,1.2,5.6
2017/4/4,0,12.6,0.5,7.1
2017/4/5,0,17.7,3.6,11.1
2017/4/6,1,21.4,8.1,13.2
2017/4/7,12,12.4,7.2,10.6
2017/4/8,0.5,17.6,6.1,11.6
2017/4/9,0.5,11,5,8.9
2017/4/10,0,13.1,0.7,7.4
2017/4/11,15.5,15,4,9.8
2017/4/12,5.5,10.4,3,7.6
2017/4/13,0,9,3,7.2
2017/4/14,0,17.6,2.3,11
2017/4/15,6,16.2,10.8,12.6
2017/4/16,0,16,10.1,13
2017/4/17,3.5,19.1,6.6,12.9
2017/4/18,8,15.4,8.1,10.9
2017/4/19,5.5,14.4,5.3,8.7
2017/4/20,0,10.4,5.7,7.6
2017/4/21,0,16.8,5.3,11
2017/4/22,0,11.4,7.2,8.8
2017/4/23,7,12.4,4.8,8.2
2017/4/24,0,20.1,2.9,11.2
2017/4/25,1.5,21.4,8.6,14.8
2017/4/26,41,13.3,9.6,11.5
2017/4/27,0,14.7,5.1,10.4
2017/4/28,0,15.3,9.9,12.4
2017/4/29,6.5,13.3,7.4,10.7
2017/4/30,0,23,6.5,13.6
2017/5/1,0,15.3,7.4,11.6
2017/5/2,0,15.4,7.7,11.7
2017/5/3,0,19.1,5.7,12.7
2017/5/4,0,24,7.8,16.3
2017/5/5,1,20.8,10.1,16
2017/5/6,20,16.3,8.5,13.6
2017/5/7,0,17.2,8.4,13.8
2017/5/8,0,16.5,11.2,13.6
2017/5/9,0,17.2,6.9,12.6
2017/5/10,5.5,21.9,12,15.8
2017/5/11,8,15.3,10.5,13
2017/5/12,0.5,20,12.1,15.7
2017/5/13,4.5,18.5,13.9,15.7
2017/5/14,5.5,23,13.2,17.7
2017/5/15,5.5,21.1,12.8,16.1
2017/5/16,0,16.1,12.1,13.7
2017/5/17,0,17,10.2,13.2
2017/5/18,0,17.7,9.2,13.4
2017/5/19,0,21,11.2,16.3
2017/5/20,0,25.1,11.4,18.6
2017/5/21,0,24.4,14.2,19.5
2017/5/22,0,27,14.1,19.9
2017/5/23,0,25,14.7,19.3
2017/5/24,4.5,21,16.4,18.2
2017/5/25,0.5,22.6,16,18.8
2017/5/26,4,25.5,15.5,20.2
2017/5/27,31.5,20.6,14.6,16.6
2017/5/28,0.5,18.9,14.8,16.4
2017/5/29,0,23.2,12.1,18.5
2017/5/30,0,22.5,13.6,18.6
2017/5/31,0,25.6,16.4,22.2
2017/6/1,2.5,22.3,18.3,19.8
2017/6/2,18,18.3,14.2,16.1
2017/6/3,14,14.6,11.3,13.1
2017/6/4,20,13,10.9,11.8
2017/6/5,7,16.3,9.6,12.7
2017/6/6,0,20.2,7.2,14.3
2017/6/7,1.5,24.2,12.5,18.8
2017/6/8,21,19.2,15.9,16.7
2017/6/9,0,22.4,15.6,18.8
2017/6/10,18,19.9,13.4,16.4
2017/6/11,4,17.1,12.3,15
2017/6/12,1.5,19.5,12.1,14.7
2017/6/13,2.5,18.3,11.8,14.9
2017/6/14,0,19.3,9.5,15.1
2017/6/15,3,23.1,12.6,17.6
2017/6/16,2,19.9,14.8,16.6
2017/6/17,0,20.8,14.5,17.1
2017/6/18,0,26.7,13.6,20.5
2017/6/19,0,23.7,16.4,20
2017/6/20,0,27.4,16.1,21.8
2017/6/21,20,24.6,17.5,20.4
2017/6/22,0,19.6,16.1,17.9
2017/6/23,0,23.2,17.3,19.9
2017/6/24,0,24.5,15.1,20
2017/6/25,0.5,26.7,16.2,19.5
2017/6/26,3,20.3,13,17
2017/6/27,0,24.7,11.4,18.3
2017/6/28,0,25.5,14.1,19.5
2017/6/29,0,26,13.8,20.4
2017/6/30,0,28.3,16.9,22.8
2017/7/1,5.5,22.5,21.2,21.7
2017/7/2,1,22.9,21,21.5
2017/7/3,55,22.1,20,21.4
2017/7/4,5.5,23.7,19.7,21.3
2017/7/5,1.5,24.7,19.8,21.4
2017/7/6,0,25.2,19.6,21.9
2017/7/7,0,25.7,18.5,22
2017/7/8,0,28.3,18.8,23.8
2017/7/9,0,32,18.4,25.9
2017/7/10,0,32.6,22.6,27.6
2017/7/11,0,34.1,24.1,28.7
2017/7/12,3.5,28.3,23.6,26.1
2017/7/13,0,28.3,23.8,25.5
2017/7/14,0,31.6,22,26.8
2017/7/15,0,32.5,22.1,27.1
2017/7/16,53.5,26.6,24,25
2017/7/17,7.5,27.4,22.5,24.6
2017/7/18,0.5,28.1,20.8,23.9
2017/7/19,0,27.4,20.4,23.9
2017/7/20,0,31.8,21.5,26.5
2017/7/21,0,33.9,24.1,28.8
2017/7/22,47.5,27.6,23.9,25.3
2017/7/23,79.5,25.9,20.3,23.3
2017/7/24,0,27.2,22.3,24.3
2017/7/25,0,25.8,18.4,22.4
2017/7/26,0,28.7,16,22.8
2017/7/27,0,30.4,20,25.5
2017/7/28,0.5,27.4,22.5,24.7
2017/7/29,0,30.6,21.7,25.7
2017/7/30,0,32,22.2,27.2
2017/7/31,0,30,23.6,26.3
2017/8/1,0,30.1,22.9,25.8
2017/8/2,0,30.7,21.1,25.6
2017/8/3,0,31.6,20.8,25.8
2017/8/4,0,32.2,20.8,26.1
2017/8/5,0,32,22.3,26.5
2017/8/6,0,32.7,23.6,28.2
2017/8/7,0,35.3,25.2,29.8
2017/8/8,1.5,33.6,22.1,27.2
2017/8/9,9,26,21.4,22.8
2017/8/10,2,25.9,20.8,23.3
2017/8/11,0,31.1,21.6,26
2017/8/12,31,25.4,21.4,23.4
2017/8/13,0,29.9,21.6,25.2
2017/8/14,0,27.5,22.2,24.4
2017/8/15,0,31,21.1,25.3
2017/8/16,0,28.5,21.9,24.8
2017/8/17,0,30.1,23.5,25.8
2017/8/18,0,30.6,23.3,26.1
2017/8/19,0,29.2,23.4,25.5
2017/8/20,0,30.1,22.2,25.4
2017/8/21,0,30.5,21.4,25.4
2017/8/22,34.5,27.9,23.5,25.5
2017/8/23,3,27.9,23.6,25.6
2017/8/24,63,28,23.1,25.6
2017/8/25,39.5,28.3,21.2,25.3
2017/8/26,20.5,28,19.1,23.2
2017/8/27,0,28.3,16.4,22.2
2017/8/28,0,29.1,17.4,23.3
2017/8/29,30,25.2,20.5,22.1
2017/8/30,0,24.4,17.6,20.7
2017/8/31,0.5,22.5,15.2,18.8
2017/9/1,0,25.6,12.5,19.6
2017/9/2,0,25,17.2,20.1
2017/9/3,0,25.3,14.4,19.8
2017/9/4,7.5,25.3,14.8,19.8
2017/9/5,0,28.3,14.4,21.2
2017/9/6,0,27.5,19.6,22.8
2017/9/7,1.5,23.5,19.6,21.1
2017/9/8,0,26.9,18.6,22.4
2017/9/9,0,27.5,17.5,22.4
2017/9/10,10.5,25.8,18.2,21.6
2017/9/11,2.5,25.2,17.7,21
2017/9/12,38,26.4,18.9,21.9
2017/9/13,0,25.3,18.1,22.2
2017/9/14,0.5,24.4,16.1,20.4
2017/9/15,2,23.6,15.4,19.8
2017/9/16,0,23.4,12.9,18.6
2017/9/17,0.5,24,17,20
2017/9/18,13.5,25.4,18.3,22.2
2017/9/19,0.5,26.1,17.9,22.6
2017/9/20,20.5,26.3,18.1,21.1
2017/9/21,1,24.1,14.9,20
2017/9/22,0,26.9,12.7,20.1
2017/9/23,7.5,26.6,18.3,21.4
2017/9/24,0,25.3,16.2,19.9
2017/9/25,0,24.5,15.7,19.4
2017/9/26,0,24.9,15.1,19.9
2017/9/27,8,26.4,14.7,20.3
2017/9/28,41.5,18.5,9.7,14.7
2017/9/29,3.5,20.9,8.6,13.9
2017/9/30,5,18.6,10.5,13.8
2017/10/1,0,23.5,9.5,16.7
2017/10/2,0.5,21.9,16.1,19
2017/10/3,29,19.2,13.3,16.4
2017/10/4,0.5,16.3,11.6,13.8
2017/10/5,0,18,8.6,12.5
2017/10/6,0,18.9,8.2,14.2
2017/10/7,14,19.6,15.2,17.6
2017/10/8,0,22.7,13.8,18
2017/10/9,0,22.6,14.4,17.9
2017/10/10,5.5,19.3,14.9,16.7
2017/10/11,27,21.4,14.7,16.9
2017/10/12,4,21.1,12.5,17.2
2017/10/13,8.5,17.8,10.4,13.2
2017/10/14,0,18.3,10.1,13.7
2017/10/15,0,16.8,7.7,12.3
2017/10/16,0,15.2,6.8,10.6
2017/10/17,0,18.1,7.1,12.7
2017/10/18,0,13.2,6.5,10.2
2017/10/19,0,17.2,5.9,11.1
2017/10/20,4.5,16.1,10.2,13.3
2017/10/21,3.5,20.5,12.6,16.3
2017/10/22,42,18.5,12.2,15.6
2017/10/23,27,12.4,7.5,10.3
2017/10/24,0,15.8,7,10.5
2017/10/25,0,15.4,6.3,10.4
2017/10/26,0,18.5,6.6,12
2017/10/27,0,17.8,8.9,12.8
2017/10/28,0,19.5,11.9,15.5
2017/10/29,22.5,15.8,13,14.1
2017/10/30,11,14.6,7.4,10.6
2017/10/31,2.5,15.1,8.1,12.5
2017/11/1,10,16.7,8.9,13.9
2017/11/2,1.5,18.2,10.9,14.1
2017/11/3,0,19.6,11.5,15.3
2017/11/4,2,17.3,7.9,10.5
2017/11/5,2,14.1,6.8,10.6
2017/11/6,0,17.1,10.9,15.3
2017/11/7,0,19,12.9,16.3
2017/11/8,1,20.1,10.9,15.1
2017/11/9,1,14,8.7,10.7
2017/11/10,0,14.7,6.5,10.4
2017/11/11,14,14.3,7,10.4
2017/11/12,0,11.5,6.1,8.1
2017/11/13,0,14.3,3.5,9.3
2017/11/14,16.5,15.4,8.4,10.9
2017/11/15,9.5,10.1,6,7.5
2017/11/16,7,7.9,3.1,5.2
2017/11/17,0,9.6,3,6.4
2017/11/18,23,10.1,2.5,6.7
2017/11/19,5.5,4.3,-0.2,2.1
2017/11/20,11.5,3.9,-0.4,1.6
2017/11/21,2,4.3,-0.2,2
2017/11/22,5.5,7.4,1.5,4.6
2017/11/23,29,7.4,3.8,6.2
2017/11/24,6,5.6,0.3,2
2017/11/25,5,4.8,0.3,2.2
2017/11/26,18.5,9.3,1.4,5.5
2017/11/27,0,5,-1.2,2
2017/11/28,0,9.8,-1.9,3.1
2017/11/29,10.5,14.7,3.2,7.8
2017/11/30,2,4.8,-0.2,2.1
2017/12/1,1,2.4,-0.1,1.2
2017/12/2,0.5,5.3,0.2,1.9
2017/12/3,18,11.2,0.8,3.8
2017/12/4,5.5,6,3.1,4.6
2017/12/5,5,7.8,-0.8,2.7
2017/12/6,1,1.8,-1.3,0.4
2017/12/7,30,3.1,-1.5,0.8
2017/12/8,5,6.2,-1,1.5
2017/12/9,5.5,4,-1.3,0.8
2017/12/10,2.5,4.6,0.3,2.7
2017/12/11,11.5,9.9,-0.5,5.4
2017/12/12,2,1.6,-1.7,0.2
2017/12/13,4.5,2.5,-1,0.7
2017/12/14,14.5,4.2,-0.3,1.9
2017/12/15,4,3.3,0.7,1.7
2017/12/16,8,7.4,0.1,2.7
2017/12/17,3.5,1.1,-2.2,-0.2
