年月日,降水量の合計(mm),最高気温(℃),最低気温(℃),平均気温(℃)
2011/10/29,0,23.9,10.3,17
2011/10/30,11.5,17.2,13.8,15.4
2011/10/31,2.5,24.8,13.2,18
2011/11/1,0,23.5,12.1,17.5
2011/11/2,0,22.3,12.4,17.4
2011/11/3,0,22.9,15.5,18.5
2011/11/4,0,25.5,13.6,19.3
2011/11/5,9.5,21.8,16.8,19
2011/11/6,3,20,17.2,18.3
2011/11/7,0,21.6,14.7,18.3
2011/11/8,0,20.7,11.7,16
2011/11/9,0,18.2,9.8,13.9
2011/11/10,0,16.7,10.1,14.1
2011/11/11,9.5,15.6,12.5,14.2
2011/11/12,0,22.9,11.1,16.2
2011/11/13,0,20.7,11.9,15.7
2011/11/14,0,20.9,9.6,14.7
2011/11/15,0,17.4,11.2,13.4
2011/11/16,0,16.7,8.1,11.7
2011/11/17,0,19.5,6.8,12.5
2011/11/18,0,15.9,8.4,12.8
2011/11/19,62,18.2,13.4,15.7
2011/11/20,1.5,20.7,10.4,15.5
2011/11/21,1.5,12.2,5.8,8.7
2011/11/22,0,14.7,4.1,8.9
2011/11/23,2.5,11.9,4.6,9.2
2011/11/24,1,12.7,6,8.6
2011/11/25,0,11.9,4.6,7.5
2011/11/26,0,14.8,2.5,8.2
2011/11/27,0,14,3.9,8.8
2011/11/28,0,13.4,6.7,10.1
2011/11/29,0,17,8.3,12.3
2011/11/30,0,21.3,7.7,14.6
2011/12/1,0,14.5,8.4,10.9
2011/12/2,1.5,11,7.1,9.3
2011/12/3,10.5,15.3,9.6,12.5
2011/12/4,0,14.8,9.5,11.7
2011/12/5,0,15.1,5.8,9.9
2011/12/6,0,12,4.1,8
2011/12/7,0,13.6,5.4,9.6
2011/12/8,0,10.9,7.7,9.4
2011/12/9,5.5,10.2,1.6,6.7
2011/12/10,0,9.4,-0.4,5
2011/12/11,0,12,2.8,7.4
2011/12/12,0,13.4,4,8.6
2011/12/13,0,14.6,4,8.9
2011/12/14,0,15.7,2.6,8.2
2011/12/15,0,13.9,3.2,7.9
2011/12/16,0,7.8,2,5.1
2011/12/17,0,8.6,1.1,3.9
2011/12/18,0,7.7,2.4,5.1
2011/12/19,1.5,9.3,3.5,5.3
2011/12/20,0,10.2,1.9,5.3
2011/12/21,0,9.4,2.6,5.9
2011/12/22,0,9.5,2.5,5.3
2011/12/23,0,7.5,-0.1,3.9
2011/12/24,0.5,7.2,-1.1,2.6
2011/12/25,18,3.5,0.2,1.2
2011/12/26,3.5,4.4,-1,1.2
2011/12/27,0,6.7,-2.5,2.1
2011/12/28,0,7.9,-1.8,2.7
2011/12/29,0,9.1,-0.5,4.3
2011/12/30,0,7.7,0.3,4.3
2011/12/31,0,9.5,-0.8,3.8
2012/1/1,0,9.6,-0.2,4.3
2012/1/2,0,10.1,1.6,4.9
2012/1/3,0,8.8,1.1,4.8
2012/1/4,0,8.7,0.2,3.9
2012/1/5,0,6.7,-0.6,2.5
2012/1/6,0,6.6,-0.3,3.3
2012/1/7,0,7.7,0.4,3.9
2012/1/8,0,8.7,-1.5,3.4
2012/1/9,0,9.1,0.1,4.1
2012/1/10,0,11.5,-0.2,5.1
2012/1/11,0,7.6,1.1,4.5
2012/1/12,0,7.4,-0.8,2.9
2012/1/13,0.5,9.4,0.6,4.1
2012/1/14,0,8.1,1.4,4.5
2012/1/15,0,7.7,0.6,4.3
2012/1/16,0,6.2,2.6,4.3
2012/1/17,0,10.2,0.4,4.6
2012/1/18,0,10.7,-1.7,4.5
2012/1/19,10.5,8.5,1.1,4.7
2012/1/20,12.5,9.4,4.6,6.7
2012/1/21,5,8.7,5.9,7.2
2012/1/22,0,12.1,3,7.2
2012/1/23,0,11.5,3.7,6.5
2012/1/24,0,7.6,0.2,3.4
2012/1/25,0,5.8,-0.3,2.3
2012/1/26,0,5.5,-0.9,1.1
2012/1/27,0.5,7.1,-0.6,2.3
2012/1/28,0,6.7,0.3,2.7
2012/1/29,0,7.1,-1.5,2.3
2012/1/30,0,7.7,-3,1.6
2012/1/31,0,5.6,-1.3,1.3
2012/2/1,10,6,-2.6,0.8
2012/2/2,0.5,1.5,-3.7,-0.9
2012/2/3,0,2.9,-5.7,-1.2
2012/2/4,0,6.6,-3.2,1.5
2012/2/5,0,8.2,0.1,4.3
2012/2/6,17.5,5.5,2.8,4.5
2012/2/7,22.5,10.8,5.4,7.5
2012/2/8,0.5,5.9,-1.5,2.3
2012/2/9,1.5,4.6,-2.2,0.7
2012/2/10,0,7.7,-0.4,2.6
2012/2/11,0,7.5,-0.6,3.2
2012/2/12,0,8.8,-0.2,3.5
2012/2/13,5,6.5,0.7,2.7
2012/2/14,7,6,1.9,4.4
2012/2/15,0,10.2,0.5,4.5
2012/2/16,0,9.6,0.5,4.2
2012/2/17,0,7.9,0.6,3.3
2012/2/18,0,4.9,-1.5,1.3
2012/2/19,0,7.5,-3.8,1.5
2012/2/20,0,10.3,-1.3,3.9
2012/2/21,0,12.3,-1.4,5.6
2012/2/22,7,14,2.4,8.4
2012/2/23,28,13.8,7.1,9.4
2012/2/24,0,14.9,7,9.9
2012/2/25,0,11.2,5.2,8.4
2012/2/26,0,8.1,1.7,4.6
2012/2/27,0,7.4,-0.5,3
2012/2/28,0,9.9,-1.6,4.6
2012/2/29,15.5,14.7,3.1,7.4
2012/3/1,0,17.1,2.7,9.5
2012/3/2,12.5,9.5,6.6,8.6
2012/3/3,0,15.3,5.2,9.2
2012/3/4,20.5,8.1,2.5,6
2012/3/5,41.5,11.8,7.6,10
2012/3/6,13,17.7,10,13.4
2012/3/7,0,13.2,7.1,11.1
2012/3/8,0,16.6,4.3,9.6
2012/3/9,6,8.9,6.6,8
2012/3/10,2,13.9,5.4,8.6
2012/3/11,0,12.2,1.2,6.3
2012/3/12,4.5,7,-0.4,2.6
2012/3/13,0,8.4,-0.6,3.6
2012/3/14,0,11.5,-1.7,5.1
2012/3/15,0,11.4,1.5,5.7
2012/3/16,0,12.8,-0.1,7.3
2012/3/17,42,11.3,7.5,9.6
2012/3/18,0,14.5,9.1,11.5
2012/3/19,0,10.5,2.7,7.3
2012/3/20,0,13.8,0.5,6.9
2012/3/21,0,11.8,3.2,6.7
2012/3/22,0,14.8,1.3,8.5
2012/3/23,36.5,10,7.5,8.4
2012/3/24,0.5,14.3,6.2,9.6
2012/3/25,1,7,1.9,4.6
2012/3/26,0.5,10.5,1,5.1
2012/3/27,0,14.9,1.5,8.3
2012/3/28,1.5,14.3,3.4,8.7
2012/3/29,0,17.9,2.6,10.6
2012/3/30,0,19.2,5.7,12.9
2012/3/31,20.5,14.6,4.1,10.2
2012/4/1,0,10.6,2.2,6.4
2012/4/2,0,17.2,2.4,9.9
2012/4/3,54.5,16,5.9,11.1
2012/4/4,14,10.7,3.1,6.3
2012/4/5,0,13.8,2.5,8.2
2012/4/6,1.5,11.6,4,7.6
2012/4/7,0,10.1,2,6.1
2012/4/8,0,15.6,1.4,8.7
2012/4/9,0,19.3,4.9,12.5
2012/4/10,0,22.9,8.7,15.7
2012/4/11,70,15,11.5,13
2012/4/12,0,22.4,11.8,16.9
2012/4/13,0,21.8,11.1,15.5
2012/4/14,4.5,19.2,10.1,13.5
2012/4/15,0,19.4,7.4,13.8
2012/4/16,0,17.1,11.5,14.7
2012/4/17,0,22,8.5,14.5
2012/4/18,0,23.5,8.1,15.9
2012/4/19,0,22.9,12.2,17.2
2012/4/20,3.5,16.7,14.2,15.2
2012/4/21,0.5,19.3,13.5,16.2
2012/4/22,30.5,15.8,11.9,12.9
2012/4/23,6,21.5,12.6,16.1
2012/4/24,0,26.2,10.3,18.8
2012/4/25,0,25,13.2,19.6
2012/4/26,35.5,20.4,12.9,16.1
2012/4/27,1.5,24.6,12.5,17.8
2012/4/28,0,28.5,10.9,19.7
2012/4/29,0,26.8,15.5,20.9
2012/4/30,0,23.6,18.5,20.5
2012/5/1,0,26.2,16.9,21.5
2012/5/2,3.5,21.2,18.4,19.4
2012/5/3,0,26,16,20.4
2012/5/4,0,22.2,15.1,17.9
2012/5/5,0,26.7,13.8,20
2012/5/6,2,21.4,13.5,17.3
2012/5/7,0,23.5,9.4,16.4
2012/5/8,0,25.9,12.4,19.7
2012/5/9,0,23.2,16,19.2
2012/5/10,0,23.1,13.2,17.6
2012/5/11,0,19.7,11.1,15.1
2012/5/12,0,19.5,10,14.6
2012/5/13,0,23.5,8.1,16
2012/5/14,0,25.4,11.4,18.8
2012/5/15,50,18.7,14.9,16.5
2012/5/16,0,26.7,15.3,21
2012/5/17,4,26.7,14.7,20.4
2012/5/18,0,22.5,13.1,17.8
2012/5/19,0,26.5,11.4,19.1
2012/5/20,0,24,16.6,19.9
2012/5/21,0,27.2,16.5,20.8
2012/5/22,0,22.8,15.9,19.4
2012/5/23,0,28.3,13,20.3
2012/5/24,0,28.7,13.3,21.7
2012/5/25,0,21,15.5,18.8
2012/5/26,0,27.1,13.6,20.3
2012/5/27,0,27.2,15.7,21.8
2012/5/28,0,27.1,17.7,21.6
2012/5/29,10,26.2,15.8,19.8
2012/5/30,0,24.5,13.6,19.3
2012/5/31,0,26.6,17.2,21.6
2012/6/1,0.5,29.3,18.2,23
2012/6/2,0,26.9,19.7,22.3
2012/6/3,0,26.7,18.7,22
2012/6/4,0,28.4,17.3,22.2
2012/6/5,0,23.5,19.2,21
2012/6/6,0,30.3,18.5,24
2012/6/7,0,28.6,18.2,23.1
2012/6/8,14,29.5,18.3,23
2012/6/9,12,20.7,16.8,18.9
2012/6/10,0,27.9,17.7,22.8
2012/6/11,0,25,17.8,21.8
2012/6/12,0.5,22.4,18.7,20.1
2012/6/13,0,27,18.3,21.9
2012/6/14,0,29.1,20,23.5
2012/6/15,0.5,25.5,20,22
2012/6/16,49.5,20.5,18.1,19.5
2012/6/17,36,29.1,20.2,23.8
2012/6/18,0,29.8,19.5,24.9
2012/6/19,73,24.8,19.7,22.8
2012/6/20,0,26.6,20.1,23.7
2012/6/21,19.5,20.9,18.2,19.5
2012/6/22,55,28.6,18.7,23.1
2012/6/23,0,27.1,17.9,22.3
2012/6/24,0,28.2,18.9,23.2
2012/6/25,0,28.3,21.4,23.5
2012/6/26,0,24.6,20.1,21.4
2012/6/27,0,26.3,19.3,22.2
2012/6/28,0,28.2,18.9,22.6
2012/6/29,0,31.4,19.1,24.9
2012/6/30,0,29.3,22.1,24.9
2012/7/1,49.5,23.7,21.5,22.4
2012/7/2,0,32.7,20.1,26.4
2012/7/3,53.5,25.1,20.4,22.5
2012/7/4,0,31.5,20.6,26.4
2012/7/5,6.5,28.3,22.2,25.9
2012/7/6,55,25,21.5,23.1
2012/7/7,8.5,29.6,21.5,24.6
2012/7/8,0,30.2,20.9,25.1
2012/7/9,0,31.6,22.7,26.3
2012/7/10,0,31.3,22.1,26.5
2012/7/11,10,29.3,23.9,25.7
2012/7/12,36.5,28.2,24.6,25.9
2012/7/13,2.5,30.3,24.4,26.7
2012/7/14,4.5,30.7,24.8,27.3
2012/7/15,1.5,33.2,25.7,28.5
2012/7/16,0.5,32.8,26.4,28.6
2012/7/17,4,34.9,25.5,29.6
2012/7/18,0,35.8,25.8,30.4
2012/7/19,0,36.7,25.5,31
2012/7/20,54,30.1,23.1,25.4
2012/7/21,18,23.2,21.6,22.2
2012/7/22,0,26.6,21.2,23.4
2012/7/23,0,31,23.4,26.7
2012/7/24,0,34.6,23.9,29.1
2012/7/25,0,34.5,25.4,30
2012/7/26,0,37.1,24.3,30.7
2012/7/27,0,37.1,26.2,31.5
2012/7/28,0,36.8,27.6,31.7
2012/7/29,0,35,27.6,30.6
2012/7/30,0,35,27.3,30.3
2012/7/31,0,34,26.5,29.4
2012/8/1,0,35.1,25.2,29.5
2012/8/2,0,33.8,26.9,29.8
2012/8/3,0,35.4,26.5,29.8
2012/8/4,0,35.8,26.1,30.1
2012/8/5,0,34.4,26.2,29.8
2012/8/6,10.5,34.8,24.4,27.7
2012/8/7,0,36.6,24.7,29.8
2012/8/8,0,33.2,22.7,27.7
2012/8/9,0,33.9,24.4,28.3
2012/8/10,0,33.2,25.3,28.4
2012/8/11,2,32.5,25.1,27.4
2012/8/12,0,34.5,24.3,28.8
2012/8/13,21.5,31.6,25,27.7
2012/8/14,32,29.2,23.8,26.1
2012/8/15,2.5,32.5,24.9,28.4
2012/8/16,0,34.6,26.2,29.8
2012/8/17,0,36,26.3,29.8
2012/8/18,5,34,23.9,26.8
2012/8/19,0.5,32.4,23.9,27.4
2012/8/20,0,33.2,24.1,28.4
2012/8/21,0,33,24.9,28.8
2012/8/22,0,33.4,25.5,28.8
2012/8/23,0,34.1,26,29.2
2012/8/24,0,33.5,25.3,29.1
2012/8/25,0,33.8,24.9,29.3
2012/8/26,0,33.7,25.6,29.3
2012/8/27,0,33.8,25.6,29.1
2012/8/28,0,33.7,25.4,28.8
2012/8/29,2.5,31.6,26.6,27.8
2012/8/30,22,34.5,25.4,29.1
2012/8/31,12,33.6,25.9,28.4
2012/9/1,6,32.8,24.5,27.1
2012/9/2,0.5,32.4,23.2,26.7
2012/9/3,4.5,29,24.2,26
2012/9/4,0,32.4,24.1,27.5
2012/9/5,0,34.5,24,28.8
2012/9/6,0,32,25,28.3
2012/9/7,0,33.8,23.2,28.2
2012/9/8,35,27.6,23.3,25.7
2012/9/9,0.5,29.1,23.8,26.1
2012/9/10,0,31.8,23.7,26.8
2012/9/11,4.5,30,23.3,25.6
2012/9/12,0,33.1,20.7,26.5
2012/9/13,0,33.5,21.2,27.4
2012/9/14,36.5,31.3,22.2,25.5
2012/9/15,4.5,31.3,22.4,25.8
2012/9/16,0,31.9,23.1,27.4
2012/9/17,13,31.3,24.8,27.3
2012/9/18,42,28.3,23.5,25.5
2012/9/19,1.5,28.3,23.7,25.4
2012/9/20,0,30.7,21.6,25.5
2012/9/21,1.5,29.7,20.7,24.3
2012/9/22,0,29.3,20.1,24.6
2012/9/23,13.5,24.1,18.2,20.7
2012/9/24,0,28.9,17.4,23.3
2012/9/25,0,30.5,18.5,24.2
2012/9/26,0,29.6,16.9,23.1
2012/9/27,0,29,17.7,23.3
2012/9/28,0,30.4,17.8,23.6
2012/9/29,0.5,27.7,18.7,23
2012/9/30,93,26,20,22.1
2012/10/1,0,26.7,19.7,22.5
2012/10/2,0,28.3,17.1,22.8
2012/10/3,0,30.2,18.4,24.1
2012/10/4,0,30.4,19,24.3
2012/10/5,0,28.1,18.1,23
2012/10/6,1,26,18.1,21.6
2012/10/7,0.5,27.5,16.4,21.3
2012/10/8,0,26.6,15.5,20.7
2012/10/9,0,26.9,16,21.4
2012/10/10,0,24.9,17.7,20.8
2012/10/11,0,26.9,17.3,21.2
2012/10/12,0,23.8,15.4,19.3
2012/10/13,0,25.7,11.9,19
2012/10/14,0,23.7,13.8,19
2012/10/15,0,28.1,12.5,20
2012/10/16,0,25.6,14.1,19.8
2012/10/17,32.5,20.4,16.8,17.8
2012/10/18,1.5,20.5,15.2,18
2012/10/19,0,22,12.4,17.5
2012/10/20,0,23.3,10.8,16.8
2012/10/21,0,25.2,11.8,18.3
2012/10/22,0,24.3,11.1,18.6
2012/10/23,17,20.4,12.8,16
2012/10/24,0,20.3,10,15.3
2012/10/25,0,21.9,10.6,15.5
2012/10/26,0,23.9,9.6,16.4
2012/10/27,0,23.1,12.5,17.8
2012/10/28,24.5,17.6,14.5,15.5
2012/10/29,0,21.1,11.7,16.2
2012/10/30,0,20.1,8.9,14
2012/10/31,0,19.5,10,14.3
2012/11/1,0,19.4,9.3,13.3
2012/11/2,0,15.8,7.8,11.8
2012/11/3,0,17,9.4,12.8
2012/11/4,0,18.5,6.2,12.7
2012/11/5,0,19.1,11.1,15.2
2012/11/6,5.5,20.4,12.3,16.4
2012/11/7,0,18.4,9.2,12.7
2012/11/8,0,16.7,10.3,13
2012/11/9,0,19.7,10.6,14.3
2012/11/10,0,19.9,10,14.3
2012/11/11,23,13.7,10.5,12.3
2012/11/12,0,18.8,9,14.1
2012/11/13,3,16.6,6,11.1
2012/11/14,0.5,14.6,5.4,9.1
2012/11/15,7,9.6,3.9,6.2
2012/11/16,0,16.5,3.7,9.8
2012/11/17,31.5,13,7.8,9.9
2012/11/18,0,15.1,7.3,11.4
2012/11/19,0,14.4,3.4,9.1
2012/11/20,0,14.9,7,11
2012/11/21,0,14.9,6.2,10.4
2012/11/22,0,15.5,8.1,10.9
2012/11/23,3.5,15.9,8.3,11.6
2012/11/24,0,15.6,6.7,11
2012/11/25,0,14.2,2,8.3
2012/11/26,27,14,6.9,10
2012/11/27,0,11.4,4,8.3
2012/11/28,0,11.6,1.4,6.6
2012/11/29,0,13.9,3.5,8.8
2012/11/30,0,16.1,4.9,10.2
2012/12/1,0,12.2,4.3,7.9
2012/12/2,0,6.6,1,4.6
2012/12/3,0,13.3,0.4,7.3
2012/12/4,8.5,12.5,3.5,7.5
2012/12/5,0.5,9.4,3.1,6.2
2012/12/6,0,9.4,3.5,5.9
2012/12/7,0,9.8,2.3,5.3
2012/12/8,0.5,10.6,0.1,3.7
2012/12/9,8.5,6.6,-0.7,1.6
2012/12/10,9.5,4.2,-1.2,1
2012/12/11,0.5,6.1,-2,1.9
2012/12/12,0,7.6,-1.2,2.6
2012/12/13,0,10,-1,3.8
2012/12/14,1.5,11.3,-1.5,4.7
2012/12/15,26,10.3,3.8,7.2
2012/12/16,0,13.8,5.8,9.9
2012/12/17,6.5,12.2,4.7,8.7
2012/12/18,0,12.5,4.5,8
2012/12/19,0,7.9,1.4,4.2
2012/12/20,0,8.4,-2,3.1
2012/12/21,6,7.6,0.3,4.6
2012/12/22,12.5,12.6,3.4,7.3
2012/12/23,0,10.2,1.5,6.4
2012/12/24,0,6.4,-1,2.2
2012/12/25,0,4.9,-2.2,2
2012/12/26,0,5.5,0,2.6
2012/12/27,0,7.4,-2.7,1.9
2012/12/28,12.5,4.6,-1.7,2.1
2012/12/29,0,13.3,2.8,8.3
2012/12/30,30,10.3,7.8,8.6
2012/12/31,0,8.2,1.8,5
2013/1/1,0,7.8,1.3,3.7
2013/1/2,0,10.1,-0.3,5
2013/1/3,0.5,4.4,-1.4,1.5
2013/1/4,0,4.7,-2,1.3
2013/1/5,0,5.9,-3.9,0.7
2013/1/6,0,8.8,-2.2,3.1
2013/1/7,0,10,-1.1,4.4
2013/1/8,0,11.3,1.5,5.7
2013/1/9,0,9.3,0.9,4.2
2013/1/10,0,8.6,0.8,4
2013/1/11,0,8.1,-0.1,3.5
2013/1/12,0,9.5,-1.9,3.7
2013/1/13,0,11.9,-0.4,6.2
2013/1/14,31.5,8.4,4,6.2
2013/1/15,0,7.1,1.9,4.5
2013/1/16,0,8.9,-1.2,4
2013/1/17,0,8,1.2,4.3
2013/1/18,0,5.2,-0.6,1.9
2013/1/19,0,7.3,-1.7,2.5
2013/1/20,0,9,0.6,4.5
2013/1/21,13,9.1,-2,4.2
2013/1/22,22,12.2,3.5,6.9
2013/1/23,0,10.1,2.3,6.4
2013/1/24,0,12.4,0.5,6.3
2013/1/25,0,7.9,-0.2,3.7
2013/1/26,5,3.5,-2.1,0
2013/1/27,0,5.8,-4.6,0.5
2013/1/28,0.5,6.3,-0.9,2.2
2013/1/29,0,10.2,-0.8,4.3
2013/1/30,0,11.4,-0.3,5.4
2013/1/31,0,12.4,-0.7,5.2
2013/2/1,5.5,10.8,-0.3,6.1
2013/2/2,3,13.4,6,9.7
2013/2/3,0,11.1,5.4,7.9
2013/2/4,8.5,9.5,4.3,6.1
2013/2/5,0,11.4,4.9,7.2
2013/2/6,12.5,11.3,3.2,6.3
2013/2/7,0,9.9,1.3,4.9
2013/2/8,0,3.5,-0.7,1.3
2013/2/9,0,7.2,-2.4,2.1
2013/2/10,0,8.9,-2.1,3.3
2013/2/11,0,7.9,1.8,4
2013/2/12,11,6.9,-1.3,2.6
2013/2/13,4,8.5,0.6,4.1
2013/2/14,0,11.7,0.1,5.4
2013/2/15,3,8.8,3.8,5.1
2013/2/16,0,4.7,0,2.1
2013/2/17,0,7,-2.5,2.5
2013/2/18,28.5,7.8,0.3,3.7
2013/2/19,0,6.6,1.5,4.7
2013/2/20,0,8.4,-2.1,2.2
2013/2/21,0,7,-1.2,2.5
2013/2/22,2,8.5,0.7,3.7
2013/2/23,0.5,8,0.4,3.5
2013/2/24,2.5,4.8,-0.6,1.6
2013/2/25,0,7.1,-1.4,2
2013/2/26,4.5,10.1,-2.5,3.8
2013/2/27,3.5,14.7,1.8,7.1
2013/2/28,0,16.2,3.7,9.5
2013/3/1,14,10.7,4.8,8.3
2013/3/2,0,8.4,2.6,5
2013/3/3,0,9.1,1.2,4.6
2013/3/4,0,12.3,-1.3,5.5
2013/3/5,0,12.5,2.1,6.8
2013/3/6,0,16.9,0.8,8.5
2013/3/7,0,17.7,3.5,10.8
2013/3/8,0,18,8.4,12.8
2013/3/9,0,23,9.5,16.1
2013/3/10,0,13.7,3.4,8.9
2013/3/11,0,12.6,2.4,6.2
2013/3/12,0,17.5,-0.1,9
2013/3/13,6,18.1,6.6,11.7
2013/3/14,0,10.3,1.9,6.7
2013/3/15,0,15.8,-0.3,8
2013/3/16,0,17.8,3.2,10.3
2013/3/17,0,18.8,5.5,12
2013/3/18,9.5,18.2,10.7,15
2013/3/19,0,21.2,11.9,16.4
2013/3/20,3,15.8,9.2,12.6
2013/3/21,0,12,3,7
2013/3/22,0,17.9,1,10.3
2013/3/23,0,15.2,6,11.4
2013/3/24,0,18.9,4.3,11.3
2013/3/25,0,15.1,5.6,10.7
2013/3/26,0,12.6,3.9,7.8
2013/3/27,0,14.9,4.4,9.8
2013/3/28,1,18.5,10,13.5
2013/3/29,0,19.9,9.7,14.1
2013/3/30,0,16.7,7.8,12
2013/3/31,1.5,16.3,8.7,11.7
2013/4/1,0,18.8,5.4,12.3
2013/4/2,6.5,19.1,11.4,14.6
2013/4/3,12.5,17.8,10.4,13.3
2013/4/4,0,23.1,9.2,15.5
2013/4/5,0,24,9.9,17.4
2013/4/6,28,19.7,13.8,16.1
2013/4/7,0.5,18.1,6.7,11.7
2013/4/8,0,17,6.7,11.6
2013/4/9,0,21,7,13
2013/4/10,0,14.6,6.9,10.7
2013/4/11,0,13.7,3.9,8
2013/4/12,0,13.9,3.1,8.1
2013/4/13,0,17.2,3.7,10.9
2013/4/14,0,20,7.3,14.4
2013/4/15,0,22.8,11,16.4
2013/4/16,0,24.3,9.9,17.2
2013/4/17,0,22.2,15.9,19
2013/4/18,0,25.9,12.5,19.1
2013/4/19,0,17.3,8,12.5
2013/4/20,7.5,14.9,6.4,10.5
2013/4/21,17,15.4,7.1,10.2
2013/4/22,0,17,4.4,11
2013/4/23,0,18.4,5.4,12.8
2013/4/24,116.5,16,11.4,14
2013/4/25,0,24,10.4,17.6
2013/4/26,4,19.3,8,13.4
2013/4/27,1.5,18.2,7.2,12.5
2013/4/28,0,22.9,6.9,14.6
2013/4/29,0,24.5,8.6,17.2
2013/4/30,8.5,18.2,13.8,16
2013/5/1,0,16.8,9.4,12.9
2013/5/2,0,16.9,7.7,12.1
2013/5/3,0,20.9,6.3,13.7
2013/5/4,0,22.4,8.2,15
2013/5/5,0,24.2,9.9,17.2
2013/5/6,0,26.4,11,18.2
2013/5/7,0,21.1,10.3,15.8
2013/5/8,0,22.5,7.1,15.5
2013/5/9,0,28.7,9.8,19.9
2013/5/10,13,23.3,13.9,17.8
2013/5/11,20,18.1,14.1,16.4
2013/5/12,0,28,11.2,20
2013/5/13,0,27.5,16.4,21.3
2013/5/14,0,32,15.8,22.5
2013/5/15,0,26.8,19,21.9
2013/5/16,0,24.9,16.5,20
2013/5/17,0,27.6,14.4,20.3
2013/5/18,0,26,17.7,20.6
2013/5/19,39,22.5,15.1,17.8
2013/5/20,1.5,28.3,15.2,21.7
2013/5/21,0,29.8,18.5,23.5
2013/5/22,0,31.3,16.6,23.9
2013/5/23,0,31,16.9,23.5
2013/5/24,0,29.7,14.5,21.9
2013/5/25,0,27.2,18.3,21.9
2013/5/26,0,27.9,17.8,22.6
2013/5/27,0,24.7,20.4,22.2
2013/5/28,3,24,18.3,21.2
2013/5/29,69,19.5,17.4,18.7
2013/5/30,5,24.1,18,20.8
2013/5/31,0,28.8,15.1,21.6
2013/6/1,0,24.5,19.1,21.5
2013/6/2,0,27.5,18.5,22.6
2013/6/3,0,28.3,19.8,23.1
2013/6/4,0,30.7,19.1,24
2013/6/5,0,29.2,18.2,23.5
2013/6/6,0,25.9,19.8,22.6
2013/6/7,5,29.8,19.1,22.2
2013/6/8,0,29.5,17.3,23.4
2013/6/9,0,28.3,17.7,23.2
2013/6/10,0,25.7,21,22.5
2013/6/11,0.5,25.7,19.7,22.5
2013/6/12,0,31.5,21.7,26.9
2013/6/13,9,36.5,23.9,27.7
2013/6/14,0,33.2,23.6,27.5
2013/6/15,0.5,28.4,23.1,25.2
2013/6/16,0,32.8,22,27
2013/6/17,0,33.3,22.5,27.3
2013/6/18,0,31.7,24.5,27.8
2013/6/19,32,26.7,20.2,23.6
2013/6/20,26,21.8,19.7,20.7
2013/6/21,9,22.2,19.2,20.7
2013/6/22,0,28,17.8,22.7
2013/6/23,0,29.2,19.3,24.3
2013/6/24,0.5,29.1,21.7,24.4
2013/6/25,0,29,21.8,24.5
2013/6/26,56,22.9,19.8,20.7
2013/6/27,1,30.4,20.3,23.7
2013/6/28,0,26.6,21.1,23
2013/6/29,0,29.9,20.9,24.8
2013/6/30,0,27.5,21.3,23.9
2013/7/1,0,29.3,20.8,24.4
2013/7/2,0,27.3,21.1,24
2013/7/3,19.5,23,18.9,21.3
2013/7/4,15,26,22.6,23.9
2013/7/5,9.5,33.4,23.3,27.9
2013/7/6,7,32.1,26.2,28.2
2013/7/7,0,34.4,24.5,29.1
2013/7/8,0,36.7,25.1,31
2013/7/9,0,36.8,25.2,31.7
2013/7/10,0,37.1,26.3,31.7
2013/7/11,0,37.5,27.2,32.1
2013/7/12,0,36.1,26.6,31.4
2013/7/13,16,32.6,24,28.9
2013/7/14,0,32.4,24.1,27.8
2013/7/15,7,32.4,24.1,28.3
2013/7/16,0,32.1,23.8,27.4
2013/7/17,1,32.3,24.9,27.8
2013/7/18,24,33.4,24.2,28
2013/7/19,0,32.2,23.4,27
2013/7/20,0,32.7,22.8,26.9
2013/7/21,0,33.8,24.9,28.4
2013/7/22,0,35.1,26.2,29.8
2013/7/23,0,36.3,26.6,30.8
2013/7/24,25,29.2,23.6,26.2
2013/7/25,5,31.7,24.9,27.1
2013/7/26,18.5,33.4,22.2,27.4
2013/7/27,0,34.2,23.1,28.5
2013/7/28,0,34.9,24,28.8
2013/7/29,116.5,26.5,23.3,24.4
2013/7/30,0,35.7,24.1,29
2013/7/31,0,33.9,23.7,28.9
2013/8/1,40.5,34.4,24.6,28.6
2013/8/2,0,34.9,24.4,29.3
2013/8/3,0,33.9,23.5,28.6
2013/8/4,3.5,34.2,24.3,28.2
2013/8/5,13,31.8,25,27.1
2013/8/6,61,32.3,24.3,27.7
2013/8/7,0,36.9,24.1,30.3
2013/8/8,0,35.6,26,31
2013/8/9,0,37.1,27.2,31.8
2013/8/10,0,38.4,27.9,32.5
2013/8/11,0,38.1,27.9,32.2
2013/8/12,0,38.1,26.2,31.3
2013/8/13,0,37,24.3,30.2
2013/8/14,0,36.3,26.2,30.3
2013/8/15,0,35.8,26.5,30.4
2013/8/16,0,35.7,27,30.3
2013/8/17,0,35.4,26.5,30
2013/8/18,0,35.7,26.8,30.2
2013/8/19,0,37.1,27.2,30.8
2013/8/20,0,36.4,27.2,30.9
2013/8/21,0,37.5,28.1,31.9
2013/8/22,2,38.1,26.1,32.2
2013/8/23,13.5,34.6,26.1,30.4
2013/8/24,3.5,30,23.9,27.5
2013/8/25,29.5,27.9,21.8,24.2
2013/8/26,2.5,29.2,20.8,23.5
